Nº PROJETO;TÍTULO;EMPRESA PETROLÍFERA;DATA DE INÍCIO;DATA DE TÉRMINO;EMPRESA BRASILEIRA EXECUTORA;INSTITUIÇÃO CREDENCIADA EXECUTORA;AUTORIZAÇÃO;DATA DE PUBLICAÇÃO
10196-4;OTIMIZAÇÃO DA ADIÇÃO DE HETEROATOMOS;Petrobras;01/08/1998;01/07/2001;-;-;-;-
10197-2;INFLUÊNCIA DA TEXTURA DE ALUMINAS NO PROCESSAMENTO;Petrobras;01/08/1998;01/02/2002;-;-;-;-
10198-0;AVALIAÇÃO DE QUEIMADORES EM USO NAS REFINARIAS;Petrobras;01/08/1998;01/08/2001;-;-;-;-
10199-8;AVALIAÇÃO SIMULTANEIDADE EVENTOS EXTREMOS;Petrobras;01/08/1998;01/05/1999;-;-;-;-
10200-4;SELEÇÃO DE SISTEMA CATALÍTICO PARA HIDROACABAMENTO;Petrobras;01/09/1998;01/09/2002;-;-;-;-
10201-2;AMPLIAÇÃO CAPACIDADE PROCESSAMENTO UFCC/REGAP;Petrobras;01/09/1998;01/02/1999;-;-;-;-
10202-0;REVAMP DA SEÇÃO DE FRACIONAMENTO DA URA/RPBC;Petrobras;01/09/1998;01/03/1999;-;-;-;-
10203-8;DESENVOLVIMENTO DE INTERFACE GRÁFICA PARA O SIMCRAQ;Petrobras;01/09/1998;01/10/1999;-;-;-;-
10204-6;SIMULAÇÃO DE DADOS SÍSMICOS-MODELAGEM CAMPO DE ONDA;Petrobras;01/10/1998;01/01/2000;-;-;-;-
10205-3;DESENVOLVIMENTO DE CENTRÍFUGA PARA TRATAMENTO DE ÓLEO;Petrobras;01/10/1998;01/11/2000;-;-;-;-
10206-1;PROCESSAMENTO PRIMÁRIO EM UNIDADES OFFSHORE;Petrobras;01/10/1998;01/02/2000;-;-;-;-
10207-9;CONSOLIDAÇÃO DO PROCESSO DE HCC PARA LUBRIFICANTES;Petrobras;01/10/1998;01/12/1999;-;-;-;-
10208-7;TESTE DE CAMPO DE ÓLEOS DE TRANSMISSÃO;Petrobras;01/10/1998;01/12/2000;-;-;-;-
10209-5;SEGAMP.CAPACIDADE DE PROCESSAMENTO DA UFCC DA REVAP;Petrobras;01/10/1998;01/07/1999;-;-;-;-
10210-3;MODELAGEM DUTOS CORROÍDOS USANDO ELEMENTOS FINITOS;Petrobras;01/10/1998;01/09/2000;-;-;-;-
10211-1;SISTEMA DE EXPLOTAÇÃO DE CANGOA E PEROÁ;Petrobras;01/10/1998;01/12/1999;-;-;-;-
10212-9;DISPONIBILIZAÇÃO DOS APLICATIVOS PETROBRAS AO IWIS;Petrobras;01/11/1998;01/03/1999;-;-;-;-
10213-7;AVALIAÇÃO DE INIBIDORES DE CORROSÃO PARA FLUIDOS DE COMPLETAÇÃO.;Petrobras;01/11/1998;01/11/2000;-;-;-;-
10214-5;SISTEMA INTELIGENTE INTERPRETAÇÃO ROCHA CARBONÁTICA;Petrobras;01/11/1998;01/11/1999;-;-;-;-
10215-2;ÓLEOS INDUSTRIAIS COM BÁSICOS HIDROTRATADOS;Petrobras;01/11/1998;01/04/2000;-;-;-;-
10216-0;IMPLANTAÇÃO DO CL-400;Petrobras;01/11/1998;01/12/1999;-;-;-;-
10217-8;UNIDADE COMPLETAÇÃO SECA PARA O CAMPO DE ESPADARTE;Petrobras;01/11/1998;01/12/1999;-;-;-;-
10218-6;NOVAS TÉCNICAS DE PERFURAÇÃO EM ROCHAS DURAS;Petrobras;01/12/1998;01/08/2001;-;-;-;-
10219-4;DESENVOLVIMENTO DE SOFTWARE APLICATIVO DE REDES NEURAIS;Petrobras;01/12/1998;01/05/2000;-;-;-;-
10220-2;DESENVOLVIMENTO  MODELO PERDA INJETIVIDADE POÇOS FRATURADOS;Petrobras;01/12/1998;01/12/2000;-;-;-;-
10221-0;ESTABILIDADE A OXIDACÃO-QUALIDADE DE NAFTA DE RFCC;Petrobras;01/12/1998;01/04/2000;-;-;-;-
10222-8;DESENVOLVIMENTO DE METODOLOGIA PARA MEDIÇÃO DE FUMAÇA;Petrobras;01/12/1998;01/12/2000;-;-;-;-
10223-6;DURABILIDADE DE CATALISADOR AUTOMOTIVO;Petrobras;01/12/1998;01/06/2001;-;-;-;-
10224-4;IMPLANTAÇÃO DO MÓDULO DE PARTIDA ASSISTIDA DA P-19;Petrobras;01/12/1998;01/09/1999;-;-;-;-
10225-1;ANCORAGEM COM COMPLACÊNCIA DIFERENCIADA;Petrobras;01/12/1998;01/06/2001;-;-;-;-
10226-9;SEPARAÇÃO ÁGUA/ÓLEO DE FUNDO DE POÇO;Petrobras;01/01/1999;01/06/2000;-;-;-;-
10227-7;ELEVAÇÃO ARTIFICIAL PARA ÓLEOS PESADOS;Petrobras;01/01/1999;01/12/2002;-;-;-;-
10228-5;INTEGRIDADE DE EQUIPAMENTO EM SERVIÇO COM HIDROGÊNIO;Petrobras;01/01/1999;01/12/2000;-;-;-;-
10229-3;INSPEÇÃO EM TUBOS EM MATERIAIS COMPOSTOS PARA PLATAFORMAS MARÍTIMAS;Petrobras;01/01/1999;01/12/1999;-;-;-;-
10230-1;INCORPORAÇÃO DOS DADOS DINÂMICOS A PARTIR DA SIMULAÇÃO NO MODELO;Petrobras;01/01/1999;01/05/2000;-;-;-;-
10231-9;INFLUÊNCIA DA COMPOSIÇÃO DA GASOLINA NAS EMISSÕES;Petrobras;01/01/1999;01/12/2000;-;-;-;-
10232-7;OTIMIZAÇÃO DE PASSIVADORES DE METAIS;Petrobras;01/01/1999;01/01/2001;-;-;-;-
10233-5;HIDROTRATAMENTO DE NAFTA DE RFCC CABIUNAS;Petrobras;01/01/1999;01/11/2000;-;-;-;-
10234-3;UNIDADES DE RECUPERAÇÃO LÍQUIDO DE GÁS NATURAL DE CABIÚNAS U206;Petrobras;01/01/1999;01/08/1999;-;-;-;-
10235-0;APERFEIÇOAMENTO DE CRITÉRIOS PARA SCRS;Petrobras;01/01/1999;01/12/2000;-;-;-;-
10236-8;REMODELAÇÃO DA U-4 (DESTILAÇÃO ATMOSFÉRICA) DA RLAM;Petrobras;01/01/1999;01/07/2000;-;-;-;-
10237-6;METODOLOGIA PARA CÁLCULO DE MOVIMENTOS DE MONOBÓIAS;Petrobras;01/01/1999;01/12/2000;-;-;-;-
10238-4;IMPLEMENTAÇÃO DE  MELHORIAS UPGRADING DA P-13 C/SISTEMA DP;Petrobras;01/01/1999;01/12/1999;-;-;-;-
10239-2;METODOLOGIA ANÁLISE CAMPO VISÃO OPERADOR DRILLER'S CABIN;Petrobras;01/01/1999;01/04/2000;-;-;-;-
10240-0;ANÁLISE CRITÉRIOS DE PROJETO DE PERFURAÇÃO DE POÇOS;Petrobras;01/02/1999;01/08/2000;-;-;-;-
10241-8;TUBULAÇÕES EM FRP PARA ANEL DE INCÊNDIO E INJEÇÃO;Petrobras;01/02/1999;01/03/2000;-;-;-;-
10242-6;ADAPTAÇÃO DA P-XVI PARA PERFURAR COM SISTEMA SX;Petrobras;01/02/1999;01/12/1999;-;-;-;-
10243-4;UNIDADE DE HIDROTRATAMENTO DE DIESEL PARA A REGAP;Petrobras;01/02/1999;01/05/2001;-;-;-;-
10244-2;SOR EM RESERVATÓRIOS SUJEITOS A INJEÇÃO DE GÁS;Petrobras;01/02/1999;01/09/1999;-;-;-;-
10245-9;Desenvolvimento de Tecnologia Gaslift para Águas Profundas e Ultraprofundas;Petrobras;01/03/1999;01/12/2005;-;-;-;-
10246-7;PROCEDIMENTOS DE CONTROLE DE POÇO PARA SITUAÇÕES ESPECIAIS;Petrobras;01/03/1999;01/01/2002;-;-;-;-
10247-5;OBSTRUÇÕES EM POÇOS EQUIPADOS COM GRAVEL PACK;Petrobras;01/03/1999;01/03/2000;-;-;-;-
10248-3;ADERÊNCIA CIMENTO FORMAÇÃO POÇOS SOB INJEÇÃO VAPOR;Petrobras;01/03/1999;01/06/2000;-;-;-;-
10249-1;AVALIAÇÃO DA INTEGRIDADE DOS VASOS DE PRESSÃO EM ENSAIOS NÃO DESTRUTIVOS CONVENCIONAIS;Petrobras;01/03/1999;01/03/2001;-;-;-;-
10250-9;ARQUITETURA E FACIOLOGIA DA FM. RIO BONITO;Petrobras;01/03/1999;01/06/2001;-;-;-;-
10251-7;SIMULAÇÃO DE CATALISADORES DE EQUILÍBRIO;Petrobras;01/03/1999;01/01/2001;-;-;-;-
10252-5;DESENVOLVIMENTO DE FORMULAÇÕES COM ÓLEO SEIV;Petrobras;01/03/1999;01/12/1999;-;-;-;-
10253-3;POWER RECOVERY SYSTEM - U-220A DA REPLAN;Petrobras;01/03/1999;01/08/1999;-;-;-;-
10254-1;PROJETO BÁSICO DO FPSO PARA O CAMPO DE CARATINGA;Petrobras;01/03/1999;01/03/2000;-;-;-;-
10255-8;PRODUÇÃO DE CAP A PARTIR DE PETRÓLEOS NACIONAIS;Petrobras;01/03/1999;01/08/2001;-;-;-;-
10256-6;INCORPORAÇÃO DAS FALHAS NA SIMULAÇÃO DE FLUXO;Petrobras;01/03/1999;01/02/2000;-;-;-;-
10257-4;DESENVOLVER GASLIFT PARA ÁGUAS PROFUNDAS E ULTRAPROFUNDAS;Petrobras;01/03/1999;01/12/2001;-;-;-;-
10258-2;ESTUDO DA FADIGA EM RISER VERTICAL DE PRODUÇÃO SPAR BUOY;Petrobras;01/04/1999;01/01/2000;-;-;-;-
10259-0;ESTUDO DE MELHORIA DO PROCESSO DE HDT PARA LUBNOR;Petrobras;01/04/1999;01/06/2000;-;-;-;-
10260-8;POÇOS ESPECIAIS - ACOMPANHAMENTO E MODELAGEM;Petrobras;01/04/1999;01/12/1999;-;-;-;-
10261-6;AVALIAÇÃO EQUIPAMENTOS-PROBABILIDADE DE FALHA;Petrobras;01/04/1999;01/03/2001;-;-;-;-
10262-4;UNIDADE DE HIDRODESSULFURIZAÇÃO DE DIESEL DA REPAR;Petrobras;01/04/1999;01/04/2000;-;-;-;-
10263-2;UNIDADE DE HIDROCRAQUEAMENTO CATALÍTICO DA REDUC;Petrobras;01/04/1999;01/03/2003;-;-;-;-
10264-0;AMPLIAÇÃO DA CAPACIDADE DO FCC-2 DA REGAP;Petrobras;01/04/1999;01/04/2001;-;-;-;-
10265-7;DETERMINAÇÃO DE COEFICIENTE DE REAÇÃO VERTICAL DO SOLO;Petrobras;01/04/1999;01/06/2000;-;-;-;-
10266-5;LUBRICIDADE DO ÓLEO DIESEL PELO HFRR;Petrobras;01/04/1999;01/12/2000;-;-;-;-
10267-3;HIDRODESPARAFINAÇÃO PARA LUBRIFICANTES NA REDUC;Petrobras;01/04/1999;01/12/1999;-;-;-;-
10268-1;PROBLEMAS CRÔNICOS DE EQUIPAMENTOS ESTÁTICOS;Petrobras;01/05/1999;01/04/2001;-;-;-;-
10269-9;APLICAÇÃO DA TECNOLOGIA NIR EM PROCESSOS;Petrobras;01/05/1999;01/12/2000;-;-;-;-
10270-7;PROJETO BÁSICO PARA CONVERSÃO DA MONOBÓIA IMODCO-2;Petrobras;01/05/1999;01/07/1999;-;-;-;-
10271-5;REMODELAÇÃO DA SEÇÃO ATMOSFÉRICA DA U-2;Petrobras;01/05/1999;01/04/2000;-;-;-;-
10272-3;PROCESSO DE PRODUÇÃO DE PICHE DE PETRÓLEO;Petrobras;01/05/1999;01/01/2003;-;-;-;-
10273-1;AVALIAÇÃO DE PERFIS DE ONDA S NA BACIA DE CAMPOS;Petrobras;01/05/1999;01/03/2000;-;-;-;-
10274-9;BIODEGRADABILIDADE DE PRODUTOS USADOS EM FLUIDOS DE PERFURAÇÃO;Petrobras;01/05/1999;01/08/2000;-;-;-;-
10275-6;DIGESTÃO ANAERÓBIA DE EFLUENTE DA FCC S.A.;Petrobras;01/05/1999;01/12/1999;-;-;-;-
10276-4;TOXICIDADE DE PRODUTOS E EFLUENTES DA INDÚSTRIA  DO PETRÓLEO;Petrobras;01/05/1999;01/12/2000;-;-;-;-
10277-2;SOLDAGEM DE DUTOS E TUBULAÇÕES EM OPERAÇÃO;Petrobras;01/05/1999;01/04/2000;-;-;-;-
10278-0;PREDIÇÃO DE PROPRIEDADES PETROFÍSICAS ATRAVÉS DA ANÁLISE DE IMAGENS;Petrobras;01/06/1999;01/05/2000;-;-;-;-
10279-8;SOLDAGEM DE ALTA PRODUTIVIDADE PARA RISERS DE AÇO;Petrobras;01/06/1999;01/06/2001;-;-;-;-
10280-6;DESGASTE DE REVESTIMENTO NO CONTATO COM CORAIS;Petrobras;01/06/1999;01/03/2000;-;-;-;-
10281-4;MÉTODO PARA LOCALIZAÇÃO E REMOÇÃO DE BLOQUEIOS EM DUTOS;Petrobras;01/06/1999;01/07/2004;-;-;-;-
10282-2;ESCOAMENTO DO ÓLEO DIESEL A BAIXAS TEMPERATURAS;Petrobras;01/06/1999;01/04/2001;-;-;-;-
10283-0;PLATAFORMA SPAR COM ESTOCAGEM;Petrobras;01/06/1999;01/03/2000;-;-;-;-
10284-8;MONITORAÇÃO DE MOVIMENTOS EM MONOBÓIAS E ESFORÇOS;Petrobras;01/06/1999;01/05/2000;-;-;-;-
10285-5;MONITORAMENTO DE POÇOS HORIZONTAIS E INTEGRAÇÃO COM COMPLETAÇÃO INTELIGENTE;Petrobras;01/06/1999;01/11/2001;-;-;-;-
10286-3;PROCEDIMENTO DE INSTALAÇÃO DE DUTOS NÃO METÁLICO;Petrobras;01/06/1999;01/12/2001;-;-;-;-
10287-1;BIORREFINO DE PETRÓLEO;Petrobras;01/06/1999;01/08/2000;-;-;-;-
10288-9;ÓLEOS DE ENGRENAGENS COM BÁSICOS DO GRUPO II;Petrobras;01/06/1999;01/06/2000;-;-;-;-
10289-7;ÓLEOS DE TRANSMISSÃO AUTOMÁTICA COM BÁSICOS DO GRUPO II;Petrobras;01/06/1999;01/07/2000;-;-;-;-
10290-5;ESTUDO DE FENÔMENOS DE FLUXO EM MODELOS REDUZIDOS;Petrobras;01/06/1999;01/09/2000;-;-;-;-
10291-3;INSPEÇÃO DE CASCO DE NAVIOS DO TIPO FPSO;Petrobras;01/07/1999;01/08/2001;-;-;-;-
10292-1;AVALIAÇÃO DA TENDÊNCIA À DEPOSIÇÃO PARAFÍNICA;Petrobras;01/07/1999;01/12/2000;-;-;-;-
10293-9;SELEÇÃO DE ADITIVOS PARA TRATAMENTO DE ÁGUA OLEOSA;Petrobras;01/07/1999;01/04/2001;-;-;-;-
10294-7;REFINAMENTO BIOCRONOESTRATIGRÁFICO ESTRATIGRÁFICO INT. CRETÁCEO BC MUNDAÚ, CE.;Petrobras;01/07/1999;01/03/2001;-;-;-;-
10295-4;ÓLEOS AUTOMOTIVOS COM BÁSICOS GRUPO II;Petrobras;01/07/1999;01/06/2000;-;-;-;-
10296-2;PREDIÇÃO DE SOURING EM CAMPOS DE ÁGUAS PROFUNDAS;Petrobras;01/07/1999;01/08/2002;-;-;-;-
10297-0;GEOLOGIA DO PALEOCENO/EOCENO NOS CAMPOS DE BR/CRT;Petrobras;01/08/1999;01/03/2000;-;-;-;-
10298-8;REANÁLISE DO DIMENSIONAMENTO A FADIGA EM ESTRUTURAS DE FPSO;Petrobras;01/08/1999;01/04/2000;-;-;-;-
10299-6;CUSTOMIZAÇÃO DO GOCAD PARA MODELAGEM ESTRATIGRÁFICA;Petrobras;01/08/1999;01/05/2000;-;-;-;-
10300-2;UNIDADE DOWNER INDUSTRIAL DE FCC;Petrobras;01/08/1999;01/12/2002;-;-;-;-
10301-0;TESTE DE REATOR PARA HIDROPIRÓLISE;Petrobras;01/08/1999;01/12/2000;-;-;-;-
10302-8;ESTUDO DO CAMPO DE CARAPEBA;Petrobras;01/08/1999;01/01/2000;-;-;-;-
10303-6;AVALIAÇÃO DA DEGRADAÇÃO QUÍMICA E BIOLÓGICA DO DIESEL COM BIOC;Petrobras;01/08/1999;01/12/2000;-;-;-;-
10304-4;Dutos Flexíveis para Serviço Ácido;Petrobras;01/09/1999;30/09/2009;-;-;-;-
10305-1;Permeação e corrosão-fadiga em dutos flexíveis;Petrobras;01/09/1999;29/02/2016;-;-;-;-
10306-9;INVESTIGAÇÃO DOS MECANISMOS DE BIODEGRADAÇÃO;Petrobras;01/09/1999;01/09/2001;-;-;-;-
10307-7;MONITORAMENTO DA FRENTE DE AVANÇO DE INJEÇÃO DE VAPOR;Petrobras;01/09/1999;01/12/2000;-;-;-;-
10308-5;REDUÇÃO DA PRESSÃO MÍNIMA DE MISCIBILIDADE DE CO2;Petrobras;01/09/1999;01/08/2000;-;-;-;-
10309-3;CATALISADORES PARA AUMENTO DE CETANO EM DIESEL;Petrobras;01/09/1999;01/02/2002;-;-;-;-
10310-1;DESENVOLVIMENTO DO SIMULADOR SIMCOQUE;Petrobras;01/09/1999;01/12/2000;-;-;-;-
10311-9;ATRIBUIÇÃO PRED.DO SISTEMA DE ÁGUA PROFUNDA DO REC. CAMPOS;Petrobras;01/09/1999;01/08/2001;-;-;-;-
10312-7;ADAPTAÇÃO DO SIMPAR PARA MIGRAÇÃO SECUNDÁRIA;Petrobras;01/09/1999;01/07/2000;-;-;-;-
10313-5;MODELAGEM SÍSMICA 3D PARA MONITORAÇÃO COM SOFTWARE RESERVEL EM ÁGUAS PROFUNDAS;Petrobras;01/09/1999;01/05/2000;-;-;-;-
10314-3;SISTEMAS DE FRATURAS EM AMBIENTES COMPRESSIONAIS;Petrobras;01/10/1999;01/01/2001;-;-;-;-
10315-0;CONVERSÃO TEMPO - PROFUNDIDADE;Petrobras;01/10/1999;01/11/2000;-;-;-;-
10316-8;RECUPERAÇÃO DE ÓLEO VISCOSO NA BACIA DE CAMPOS ATRAVÉS DA INJEÇÃO EM POÇO GEOTÉRMICO;Petrobras;01/10/1999;01/04/2001;-;-;-;-
10317-6;INVERSÃO SÍSMICA AVANÇADA;Petrobras;01/10/1999;01/10/2000;-;-;-;-
10318-4;MODELAGEM SÍSMICA E MIGRAÇÃO PRÉ-EMPILHAMENTO 3-D.;Petrobras;01/10/1999;01/12/2000;-;-;-;-
10319-2;PARAMETRIZAÇÃO DE SISTEMAS TURBIDÍTICOS ANÁLOGOS;Petrobras;01/10/1999;01/10/2000;-;-;-;-
10320-0;SIMULAÇÃO DAS CONDIÇÕES DE ATIVIDADES DO TRABALHO;Petrobras;01/10/1999;01/12/2000;-;-;-;-
10321-8;MODELO DE CORRENTES MARINHAS DA BACIA DE CAMPOS;Petrobras;01/10/1999;01/03/2001;-;-;-;-
10322-6;PROCAP  - TLP E SPAR EM DIVERSOS CENÁRIOS;Petrobras;01/10/1999;01/12/2000;-;-;-;-
10323-4;CARACTERIZAÇÃO DAS ROCHAS GERADORAS MARINHAS;Petrobras;01/10/1999;01/12/2001;-;-;-;-
10324-2;RISERS COM BÓIA DE SUB-SUPERFÍCIE - FASE II;Petrobras;01/10/1999;01/04/2001;-;-;-;-
10325-9;MANUTENÇÃO PREDITIVA POR ANÁLISE DE LUBRIFICANTE;Petrobras;01/10/1999;01/09/2002;-;-;-;-
10326-7;ESTUDO E APLICAÇÃO DO LPSS NO DTCS;Petrobras;01/10/1999;01/05/2000;-;-;-;-
10327-5;ANÁLISE VOLTAMÉTRICA DA DEGRADAÇÃO DE ÓLEO DIESEL;Petrobras;01/10/1999;01/12/2001;-;-;-;-
10328-3;AVALIAÇÃO DO PETRÓLEO SOYO PARA REDUC;Petrobras;01/11/1999;01/08/2000;-;-;-;-
10329-1;UNIDADE DE HIDROTRATAMENTO DE DIESEL/INSTÁVEIS PARA A REDUC;Petrobras;01/11/1999;01/08/2000;-;-;-;-
10330-9;PROCESSO MICROBIOLÓGICO PARA RECUPERAÇÃO DE PETRÓLEO;Petrobras;01/11/1999;01/02/2001;-;-;-;-
10331-7;AVALIAÇÃO REBALANCEAMENTO ADITIVOS EXTRA-DIESEL;Petrobras;01/11/1999;01/08/2000;-;-;-;-
10332-5;ESTRATIGRAFIA DOS ARENITOS OLIGO-MIOCENICOS DA BIOZONA N-545, AREAS DE CARATINGA, BARRACUDA, MARLIM SUL, MARLIM, MARLIM LESTE, VOADOR E MOREIRA;Petrobras;01/11/1999;01/03/2000;-;-;-;-
10333-3;TERMOGRAFIA EM TAMBORES DE COQUE;Petrobras;01/11/1999;01/02/2000;-;-;-;-
10334-1;CONVERSÃO DE GÁS NATURAL A HIDROCARBONETOS LÍQUIDOS;Petrobras;01/11/1999;01/11/2003;-;-;-;-
10335-8;INJEÇÃO DE VAPOR COM ADITIVOS;Petrobras;01/12/1999;01/11/2000;-;-;-;-
10336-6;APLICAÇÃO DE REVESTIMENTO INTERNO DE DUTOS-IN SITU;Petrobras;01/12/1999;01/12/2000;-;-;-;-
10337-4;MODELO NUMÉRICO DOS PROCESSOS DOS SOFTWARES SELEPOL E GEL BLOQUEADORES;Petrobras;01/12/1999;01/10/2000;-;-;-;-
10338-2;HIDRATOS EM SISTEMAS SUBMARINOS DE PRODUÇÃO;Petrobras;01/12/1999;01/12/2000;-;-;-;-
10339-0;AUTOMAÇÃO DE VÁLVULAS SUBMARINAS OPERADAS PARA MERG;Petrobras;01/12/1999;01/12/2002;-;-;-;-
10340-8;ESTABILIDADE DE POÇOS PERFURADOS PRÓXIMOS A DOMOS SALINOS;Petrobras;01/12/1999;01/12/2000;-;-;-;-
10341-6;ESTABILIDADE DE POÇOS DE PETRÓLEO SOB EFEITO TÉRMICO;Petrobras;01/12/1999;01/08/2001;-;-;-;-
10342-4;DIMENSIONAMENTO DE POÇOS EXPLORATÓRIOS PROFUNDOS ATRAVESSANDO GRANDES ESPESSURAS DE ROCHA SALINA;Petrobras;01/12/1999;01/12/2003;-;-;-;-
10343-2;PROCESSAMENTO E ANÁLISE DE DADOS SÍSMICOS 4-D/4-C;Petrobras;01/01/2000;01/01/2001;-;-;-;-
10344-0;ACIDIFICAÇÃO REMOTA EM POÇOS SATÉLITES;Petrobras;01/01/2000;01/12/2001;-;-;-;-
10345-7;CONTROLE DOS HIDROCARBONETOS NA BACIA DO SOLIMÕES;Petrobras;01/01/2000;01/04/2001;-;-;-;-
10346-5;DESENVOLVIMENTO PROGRAMAS RISERS E LINHAS;Petrobras;01/01/2000;01/12/2001;-;-;-;-
10347-3;DESENVOLVIMENTO DE MATERIAL PARA MODELAGEM FÍSICA;Petrobras;01/01/2000;01/04/2001;-;-;-;-
10348-1;Bombeamento Multifásico Submarino - Análise Modal;Petrobras;01/02/2000;31/03/2005;-;-;-;-
10349-9;MODELAGEM TRIDIMENSIONAL DE BACIAS SEDIMENTARES;Petrobras;01/02/2000;01/01/2001;-;-;-;-
10350-7;TESTES DE PRÉ-VAPORIZAÇÃO DE CARGAS FCC NA SIX;Petrobras;01/02/2000;01/10/2001;-;-;-;-
10351-5;MONITORAÇÃO DE POÇOS HORIZONTAIS, UTILIZANDO TECNOLOGIA DE FIBRA ÓTICA E INTEGRAÇÃO COM A COMPLETAÇÃO INTELIGENTE.;Petrobras;01/02/2000;01/05/2001;-;-;-;-
10352-3;ANÁLISE SISTEMA SUBMARINO DE PRODUÇÃO NÃO CONVENCIONAIS;Petrobras;01/02/2000;01/12/2001;-;-;-;-
10353-1;ELEVAÇÃO ARTIFICIAL DE ÓLEOS PESADOS;Petrobras;01/02/2000;01/12/2001;-;-;-;-
10354-9;SIMULAÇÃO TRANSIENTE DE PROCESSOS DE PLUNGER LIFT;Petrobras;01/02/2000;01/04/2002;-;-;-;-
10355-6;INFLUÊNCIA DO ENXOFRE DA GASOLINA NAS EMISSÕES;Petrobras;01/02/2000;01/08/2000;-;-;-;-
10356-4;DESENVOLVIMENTO DE FLUIDO PARA PERFURAÇÃO DE POÇOS ALTA INCLINAÇÃO;Petrobras;01/02/2000;01/08/2001;-;-;-;-
10357-2;Desenvolvimento de Equipamento de Gaslift para Águas Ultraprofundas;Petrobras;01/03/2000;01/12/2005;-;-;-;-
10358-0;MODELO DE PREDIÇÃO DA VISCOSIDADE DE EMULSÕES A/O;Petrobras;01/03/2000;01/12/2000;-;-;-;-
10359-8;AVALIAÇÃO DE DANO MECÂNICO DAS FORMAÇÕES DE HC;Petrobras;01/03/2000;01/03/2002;-;-;-;-
10360-6;ANÁLISE DE SIMULADORES PARA FRATURAMENTO ÁCIDO;Petrobras;01/03/2000;01/06/2001;-;-;-;-
10361-4;DESENVOLVER METODOLOGIAS DE TESTES PARA AVALIAÇÃO DA INTERAÇÃO FLH/FLUIDOS DE PERFURAÇÃO;Petrobras;01/03/2000;01/08/2002;-;-;-;-
10362-2;PRISÃO DE COLUNA DURANTE A PERFURAÇÃO ERW;Petrobras;01/03/2000;01/08/2003;-;-;-;-
10363-0;DESENVOLVIMENTO DE MÉTODOS PARA MODELAGENS MULTICOMPONENTES;Petrobras;01/03/2000;01/03/2002;-;-;-;-
10364-8;DESENVOLVIMENTO DE MÉTODOS PARA MODELAGENS ANISOTRÓPICAS;Petrobras;01/03/2000;01/03/2002;-;-;-;-
10365-5;TESTES DE INJETIVIDADE EM POÇOS HORIZONTAIS;Petrobras;01/03/2000;01/02/2001;-;-;-;-
10366-3;MELHORIA NOS SISTEMAS COMPUTACIONAIS SISTRAT/SICOP;Petrobras;01/03/2000;01/05/2001;-;-;-;-
10367-1;OTIMIZAÇÃO DA PERFURAÇÃO DE POÇOS DE TRAJETÓRIA COMPLEXA;Petrobras;01/03/2000;01/03/2003;-;-;-;-
10368-9;RISERS FLEXÍVEIS PARA O FPSO DE ALBACORA LESTE;Petrobras;01/03/2000;01/11/2000;-;-;-;-
10369-7;OTIMIZAÇÃO DA LIMPEZA DE POÇOS DE GRANDE AFASTAMENTO;Petrobras;01/03/2000;01/06/2001;-;-;-;-
10370-5;ESTUDO DA SATURAÇÃO CRÍTICA DE GÁS;Petrobras;01/03/2000;01/02/2002;-;-;-;-
10371-3;VISCOELASTICIDADE E CARREAMENTO EM FRATURAMENTO  E GRAVEL-PACK;Petrobras;01/03/2000;01/08/2001;-;-;-;-
10372-1;SIMULAÇÃO FÍSICA E MATEMÁTICA DE PROPRIEDADES TÉRMICAS DE PETRÓLEO - (FINEP/ANP-UFRJ);Petrobras;01/03/2000;01/04/2001;-;-;-;-
10373-9;MONITORAÇÃO DO SISTEMA DE ANCORAGEM DO NT AVARÉ;Petrobras;01/03/2000;01/04/2001;-;-;-;-
10374-7;PROCAP - NOVAS ALTERNATIVAS PARA UEP'S;Petrobras;01/03/2000;01/12/2003;-;-;-;-
10375-4;NOVAS CONCEPÇÕES DE ANCORAGEM PARA LÂMINAS D'ÁGUA ULTRA PROFUNDAS;Petrobras;01/03/2000;01/04/2002;-;-;-;-
10376-2;DESENVOLVER  EQUIPAMENTOS DE GASLIFT  PARA ÁGUAS ULTRAPROFUNDAS;Petrobras;01/03/2000;01/12/2001;-;-;-;-
10377-0;CARACTERIZAR OS DEPÓSITOS INORGÂNICOS RADIOATIVOS EM SEPARADOR;Petrobras;01/03/2000;01/12/2000;-;-;-;-
10378-8;SELEÇÃO DE POLÍMEROS PARA TRATAMENTO DE ÁGUA OLEOSA;Petrobras;01/03/2000;01/10/2001;-;-;-;-
10379-6;SISTEMA INTEGRADO DE PREVISÃO DA DERIVA DE MANCHAS;Petrobras;01/03/2000;01/08/2001;-;-;-;-
10380-4;SISTEMA PARA ELEVAÇÃO ARTIFICIAL PARA POÇOS;Petrobras;01/03/2000;01/04/2003;-;-;-;-
10381-2;IMAGEAMENTO GEOFÍSICO SISTEMA TURBIDÍTICO MODERNO DE CAMPOS;Petrobras;01/03/2000;01/04/2002;-;-;-;-
10382-0;DETERMINAÇÃO PROPRIEDADES TÉRMICAS DE ROCHAS SEDIMENTARES;Petrobras;01/03/2000;01/12/2001;-;-;-;-
10383-8;FINEP/UFRJ-ESTUDO DE MILONITOS EM ZONAS DE CISALHA;Petrobras;01/03/2000;01/12/2001;-;-;-;-
