CodProj;Ano Carregamento;Recursos Humanos;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Serviço de Terceiros;Custo Total Previsto
PD-00382-0092;2016;$1.208.000,00;$248.000,00;$74.319,90;$100.000,00;$720.000,00;$279.490,10;$2.629.810,00
PD-00382-0093;2016;$1.197.160,00;$188.320,00;$224.930,60;$2,00;$64.000,00;$146.000,00;$1.820.412,60
PD-00382-0094;2017;$1.050.300,00;$6.000,00;;$93.018,00;;$86.000,00;$1.235.318,00
PD-00382-0095;2017;$1.135.033,39;$92.000,00;$333.805,44;$7.200,00;$494.300,00;$1.074.800,00;$3.137.138,83
PD-00382-0096;2018;$751.302,74;$68.000,00;$170.492,68;$184.400,00;$88.401,00;$20.000,00;$1.282.596,42
PD-00382-0097;2018;$1.636.631,61;$57.000,00;$86.930,00;$33.600,00;;$80.000,00;$1.894.161,61
PD-00382-0098;2018;$1.051.820,82;$73.000,00;$58.032,00;$65.000,00;$630.000,00;$130.000,00;$2.007.852,82
PD-00382-0099;2018;$1.895.587,81;;$204.000,00;;$24.000,00;;$2.123.587,81
PD-00382-0100;2018;$927.975,38;$10.000,00;$107.320,20;$51.200,00;$180.000,00;$25.000,00;$1.301.495,58
PD-00382-0101;2018;$1.005.826,97;$18.000,00;$176.503,32;$85.000,00;$344.250,00;;$1.629.580,29
PD-00382-0102;2018;$1.205.558,25;$73.000,00;$481.329,28;;;$10.000,00;$1.769.887,53
PD-00382-0103;2018;$1.725.188,08;$66.000,00;$35.856,00;$204.800,00;$8.097,00;$60.000,00;$2.099.941,08
PD-00382-0104;2018;$1.400.765,13;;$296.006,00;;$6.000,00;;$1.702.771,13
PD-00382-0105;2018;$808.266,99;$32.500,00;$200.325,89;$2.000,00;$118.000,00;$440.000,00;$1.601.092,88
PD-00382-0106;2018;$1.068.525,98;$68.000,00;$158.611,12;$5.000,00;$142.000,00;$375.500,00;$1.817.637,10
PD-00382-0107;2018;$1.294.242,30;$258.040,00;$58.720,00;$61.500,00;$247.500,00;$233.591,84;$2.153.594,14
PD-00382-0108;2018;$753.027,63;$91.700,00;$230.511,88;$211.500,00;$511.000,00;$187.000,00;$1.984.739,51
PD-00382-0109;2018;$2.096.051,80;$107.952,00;$543.325,00;$262.000,00;$240.000,00;$353.000,00;$3.602.328,80
PD-00382-0110;2018;$1.418.653,84;;$212.736,00;;$30.000,00;;$1.661.389,84
PD-00382-0111;2018;$1.846.913,89;$95.000,00;$361.403,40;;$309.080,00;;$2.612.397,29
PD-00382-0112;2018;$586.173,44;$61.120,00;$101.937,50;$124.800,00;$24.000,00;;$898.030,94
PD-00382-0113;2018;$1.384.152,50;$33.000,00;$96.010,56;$3.000,00;$197.000,00;;$1.713.163,06
PD-00382-0114;2018;$1.333.004,01;$42.000,00;$5.000,00;$10.000,00;$50.000,00;$227.565,00;$1.667.569,01
PD-00382-0115;2018;$1.314.634,60;$29.000,00;$5.000,00;;$527.999,10;$713.085,00;$2.589.718,70
PD-00382-0116;2018;$2.009.236,64;$64.740,00;$155.499,96;$264.000,00;$10.000,00;$320.580,00;$2.824.056,60
PD-00382-0117;2018;$1.908.963,08;;$287.758,52;$3.600,00;$260.000,00;;$2.460.321,60
PD-00382-0118;2018;$1.340.860,56;$14.400,00;$187.000,00;$68.000,00;$84.000,00;$147.060,00;$1.841.320,56
PD-00382-0119;2018;$1.392.104,74;$24.000,00;$224.379,42;;$245.935,49;$200.000,00;$2.086.419,65
PD-00382-0120;2019;$832.741,38;$85.360,00;$94.392,00;;;$33.100,00;$1.045.593,38
PD-00382-0121;2019;$1.392.077,93;$59.862,85;$84.274,16;$97.912,27;$90.128,72;$18.000,00;$1.742.255,93
PD-00382-0122;2019;$1.806.558,61;$43.000,00;$128.320,00;$42.000,00;$7.500,00;$120.000,00;$2.147.378,61
PD-00382-0123;2019;$3.068.278,72;$340.240,00;$272.190,61;$281.400,00;$1.810.000,00;$767.320,00;$6.539.429,33
PD-00382-0124;2019;$392.321,13;$113.000,00;$342.657,90;$3.750,00;$1.995.274,00;$273.000,00;$3.120.003,03
PD-00382-0125;2019;$694.225,12;$18.000,00;$58.688,90;$2.000,00;$46.000,00;$240.000,00;$1.058.914,02
PD-00382-0126;2019;$2.942.233,77;;$593.560,00;;$90.000,00;;$3.625.793,77
PD-00382-0127;2019;$2.443.214,76;$159.000,00;$116.290,00;;$144.500,00;$73.700,00;$2.936.704,76
PD-00382-0128;2019;$1.895.656,73;$34.625,00;$346.346,08;$153.028,79;$298.473,58;$289.300,00;$3.017.430,18
PD-00382-0129;2019;$1.834.503,62;$112.700,00;$136.324,04;$5.000,00;$567.036,49;$100.669,29;$2.756.233,44
PD-00382-0130;2020;$1.374.198,80;$150.000,00;$147.000,00;$20.000,00;$20.000,00;$12.000,00;$1.723.198,80
PD-00382-0131;2020;$2.159.902,86;$36.613,28;$439.132,00;;$623.000,00;$645.219,00;$3.903.867,14
PD-00382-0132;2020;$73.248,16;$10.800,00;$148.968,00;;;;$233.016,16
PD-00382-0133;2020;$2.172.894,55;$131.616,32;$324.200,96;$1.038.676,12;$166.143,90;$343.877,50;$4.177.409,35
PD-00382-0134;2020;$1.214.139,67;$132.000,00;$370.360,00;$7.200,00;$730.000,00;$510.000,00;$2.963.699,67
PD-00382-0135;2020;$1.846.582,53;$134.907,00;$173.185,00;$25.068,00;$24.584,00;$288.643,00;$2.492.969,53
PD-00382-0136;2020;$1.107.093,12;;$366.748,00;;;;$1.473.841,12
PD-00382-0137;2021;$984.994,34;$41.600,00;$173.648,96;$2.000,00;$163.000,00;$15.000,00;$1.380.243,30
PD-00383-0001;2009;$575.800,00;$21.300,00;;;$50.500,00;$194.488,00;$842.088,00
PD-00383-0002;2009;$1.196.164,29;$102.568,00;$167.391,00;$2.100,00;$51.160,00;$674.100,00;$2.193.483,29
PD-00383-0003;2009;$105.226,00;$2.653,00;;$10.000,00;$85.000,00;$12.000,00;$214.879,00
PD-00383-0004;2009;$746.880,00;$80.000,00;;$28.600,00;$136.000,00;$534.600,00;$1.526.080,00
PD-00383-0005;2009;$37.800,00;$5.000,00;;;;;$42.800,00
PD-00383-0006;2009;$932.722,00;$15.000,00;$12.000,00;$31.000,00;$47.000,00;$381.778,00;$1.419.500,00
PD-00383-0007;2009;$958.140,00;$71.800,00;$314.000,00;$161.800,00;$390.110,00;$617.937,32;$2.513.787,32
PD-00383-0008;2009;$430.240,00;$19.000,00;$53.000,00;$24.000,00;$350.000,00;$65.000,00;$941.240,00
PD-00383-0009;2009;$237.607,00;$27.228,00;$32.259,00;$116.694,00;$35.724,00;$49.824,00;$499.336,00
PD-00383-0010;2009;$1.473.600,00;$67.200,00;$10.000,00;;$478.500,00;$144.000,00;$2.173.300,00
PD-00383-0011;2009;$84.928,00;$7.000,00;$57.363,00;$38.743,00;$11.328,00;$39.000,00;$238.362,00
PD-00383-0012;2009;$1.716.800,00;$106.100,00;$584.800,00;$37.600,00;$146.160,00;$600.000,00;$3.191.460,00
PD-00383-0013;2009;$99.140,00;$26.240,00;$2.000,00;$1.000,00;$7.700,00;$15.700,00;$151.780,00
PD-00383-0014;2009;$511.350,00;$52.860,00;$172.500,00;$16.050,00;$15.000,00;$150.000,00;$917.760,00
PD-00383-0015;2009;$502.790,00;$36.200,00;$88.323,00;$64.000,00;$76.000,00;$212.660,00;$979.973,00
PD-00383-0016;2009;$1.630.440,00;$158.800,00;$400.888,00;$18.000,00;$110.000,00;$350.000,00;$2.668.128,00
PD-00383-0017;2009;$659.950,00;$41.600,00;$56.000,00;;$62.000,00;$240.000,00;$1.059.550,00
PD-00383-0018;2009;$546.000,00;$19.000,00;$30.000,00;$75.000,00;$660.000,00;$50.000,00;$1.380.000,00
PD-00383-0019;2009;$1.688.640,00;$54.600,00;$50.000,00;$246.000,00;$39.000,00;$313.000,00;$2.391.240,00
PD-00383-0020;2009;$216.800,00;$40.800,00;$45.000,00;$200.000,00;$140.000,00;$240.000,00;$882.600,00
PD-00383-0021;2009;$3.810.893,00;;;;$1.340.000,00;;$5.150.893,00
PD-00383-0022;2009;$4.311.543,36;$271.800,00;;$2.700,00;$1.912.600,00;;$6.498.643,36
PD-00383-0023;2009;$115.200,00;$8.800,00;$20.000,00;$13.000,00;$42.000,00;$1.800,00;$200.800,00
PD-00383-0024;2009;$123.500,00;;;;;$60.000,00;$183.500,00
PD-00383-0025;2009;$43.220,00;$5.100,00;$3.000,00;;;;$51.320,00
PD-00383-0026;2009;$581.280,00;$53.540,00;$131.760,00;$44.000,00;$70.700,00;$150.000,00;$1.031.280,00
PD-00383-0027;2009;$1.158.120,00;$43.400,00;$20.000,00;$2.000,00;$53.000,00;$228.000,00;$1.504.520,00
PD-00383-0028;2009;$110.600,00;$22.300,00;$22.350,00;$98.000,00;$68.600,00;$117.600,00;$439.450,00
PD-00383-0029;2009;$390.350,00;$84.160,00;$146.892,00;;;$396.000,00;$1.017.402,00
PD-00383-0030;2009;$1.901.040,00;$44.000,00;$12.000,00;$155.000,00;$32.500,00;$478.500,00;$2.623.040,00
PD-00383-0031;2009;$1.283.800,00;$54.000,00;$15.000,00;$41.000,00;$150.000,00;$80.000,00;$1.623.800,00
PD-00383-0032;2010;$1.195.728,00;$86.960,00;$116.306,00;$111.800,00;$27.800,00;$316.000,00;$1.854.594,00
PD-00383-0033;2010;$512.552,00;$17.000,00;$10.000,00;$6.000,00;$118.000,00;$72.000,00;$735.552,00
PD-00383-0034;2010;$1.404.632,00;$79.100,00;$87.332,00;$15.000,00;$157.500,00;$96.000,00;$1.839.564,00
PD-00383-0035;2010;$1.000.080,00;$38.100,00;$166.000,00;$231.300,00;$93.600,00;$420.000,00;$1.949.080,00
PD-00383-0036;2010;$60.840,00;$1.500,00;$52.364,00;$14.010,00;$55.500,00;$62.280,00;$246.494,00
PD-00383-0037;2010;$512.552,00;$17.000,00;$11.000,00;$6.000,00;$72.600,00;$86.400,00;$705.552,00
PD-00383-0038;2010;$336.400,00;$40.000,00;$3.600,00;;$40.000,00;$80.000,00;$500.000,00
PD-00383-0039;2010;$1.091.000,00;$46.600,00;$69.000,00;;$305.000,00;$163.000,00;$1.674.600,00
PD-00383-0040;2010;$680.080,00;$10.100,00;$81.200,00;$45.000,00;$68.200,00;$218.300,00;$1.102.880,00
PD-00383-0041;2010;$866.070,00;$15.600,00;$65.000,00;;$383.000,00;$208.000,00;$1.537.670,00
PD-00383-0042;2010;$208.800,00;$13.000,00;$30.000,00;$84.500,00;$0,00;$80.000,00;$416.300,00
PD-00383-0043;2010;$626.400,00;$18.750,00;$75.400,00;$46.000,00;$114.000,00;$177.400,00;$1.057.950,00
PD-00383-0044;2010;$897.000,00;$30.000,00;$20.000,00;$0,00;$0,00;$0,00;$947.000,00
PD-00383-0045;2010;$806.400,00;$15.000,00;$102.000,00;$67.000,00;$114.500,00;$398.800,00;$1.503.700,00
PD-00383-0046;2011;$1.238.040,00;$45.000,00;$58.240,00;$172.000,00;$88.000,00;$315.000,00;$1.916.280,00
PD-00383-0047;2011;$1.534.560,00;$45.000,00;$98.000,00;$135.000,00;$57.000,00;$225.000,00;$2.094.560,00
PD-00383-0050;2011;$357.500,00;$3.000,00;$10.000,00;$0,00;$11.000,00;$0,00;$381.500,00
PD-00383-0051;2011;$318.744,00;$24.240,00;$378.746,00;$11.080,00;$25.038,00;$119.423,00;$877.271,00
PD-00383-0052;2011;$474.000,00;$0,00;$47.500,00;$6.000,00;$8.000,00;$0,00;$535.500,00
PD-00383-0053;2011;$1.703.754,00;$87.000,00;$77.000,00;$0,00;$672.750,00;$320.000,00;$2.860.504,00
PD-00383-0054;2011;$1.350.000,00;$125.000,00;$25.000,00;$30.000,00;$715.000,00;$395.000,00;$2.640.000,00
PD-00383-0055;2011;$8.200.399,96;$541.445,12;$688.614,92;$0,00;$6.091.620,27;$2.285.750,00;$17.807.830,27
PD-00383-0056;2012;$1.627.783,00;$192.150,00;$131.417,00;$28.000,00;$49.650,00;$570.221,00;$2.599.221,00
PD-00383-0057;2014;$500.000,00;$100.000,00;$250.000,00;$350.000,00;$1.200.000,00;$2.600.000,00;$5.000.000,00
PD-00383-0058;2015;$1.650.000,00;$40.000,00;$550.000,00;$120.000,00;$150.000,00;$330.000,00;$2.840.000,00
PD-00383-0059;2016;$1.570.000,00;$135.000,00;$16.200,00;$15.000,00;$42.150,00;$821.650,00;$2.600.000,00
PD-00383-0060;2017;$3.503.707,85;$66.758,51;$197.755,43;$546.219,54;$860.026,35;$1.011.230,66;$6.185.698,34
PD-00383-0061;2017;$1.431.664,80;$30.000,00;$219.686,00;;$702.135,00;$481.000,00;$2.864.485,80
PD-00383-0062;2017;$1.045.882,35;$15.000,00;$144.327,25;$5.000,00;$15.000,00;$150.000,00;$1.375.209,60
PD-00383-0076;2017;$1.553.104,80;$133.900,00;$1.338.876,40;$40.000,00;$23.200,00;$7.855.000,00;$10.944.081,20
PD-00383-9004;2009;$746.880,00;$80.000,00;;$28.600,00;$136.000,00;$534.600,00;$1.526.080,00
PD-00383-9006;2009;$1.060.400,00;$21.000,00;$76.350,00;$45.000,00;$87.000,00;$104.000,00;$1.393.750,00
PD-00383-9007;2009;$958.140,00;$71.800,00;$314.000,00;$161.800,00;$390.110,00;$617.937,32;$2.513.787,32
PD-00383-9008;2009;$430.240,00;$19.000,00;$53.000,00;$24.000,00;$350.000,00;$65.000,00;$941.240,00
PD-00383-9010;2010;$1.325.760,00;$47.200,00;$10.000,00;;$478.500,00;$96.000,00;$1.957.460,00
PD-00385-0001;2009;$5.237.669,59;$614.889,97;$347.448,95;;;$344.000,02;$6.544.008,53
PD-00385-0002;2009;$569.760,00;$59.000,00;$42.400,00;$12.000,00;$7.000,00;;$690.160,00
PD-00385-0003;2009;$535.520,00;$39.000,00;$75.904,00;$15.000,00;;$50.000,00;$715.424,00
PD-00385-0004;2009;$812.000,00;$4.800,00;$2.000,00;$133.900,00;$43.600,00;$15.000,00;$1.011.300,00
PD-00385-0005;2009;$432.360,00;$69.600,00;$38.400,00;$9.600,00;$90.000,00;$39.600,00;$679.560,00
PD-00385-0006;2009;$560.160,00;$32.008,00;$40.480,00;$10.000,00;;;$642.648,00
PD-00385-0007;2009;$541.440,00;$44.200,00;$43.600,00;$5.000,00;$5.000,00;;$639.240,00
PD-00385-0008;2009;$653.760,00;$43.000,00;$4.000,00;$12.000,00;$11.000,00;;$723.760,00
PD-00385-0009;2010;$946.090,00;$81.000,00;$234.000,00;$219.200,00;$94.500,00;$269.409,92;$1.844.199,92
PD-00385-0010;2010;$623.720,00;$21.600,00;$40.000,00;$2.400,00;$4.000,00;;$691.720,00
PD-00385-0011;2010;$365.520,00;$86.200,00;$1.277.594,88;$13.000,00;$127.230,00;$7.200,00;$1.876.744,88
PD-00385-0012;2010;$372.900,00;$58.800,00;$5.000,00;$50.000,00;$254.000,00;$20.000,00;$760.700,00
PD-00385-0013;2010;$620.920,00;$45.600,00;$73.812,16;$10.400,16;$16.000,00;$36.000,00;$802.732,32
PD-00385-0014;2010;$399.160,00;$63.200,00;$108.984,00;$10.000,00;$129.000,00;$48.000,00;$758.344,00
PD-00385-0015;2010;$571.200,00;$69.200,00;$38.689,68;;$22.000,00;;$701.089,68
PD-00385-0017;2010;$45.100,00;$6.000,00;;;$24.000,00;;$75.100,00
PD-00385-0018;2010;$317.650,00;$51.000,00;;;$1.000,00;;$369.650,00
PD-00385-0019;2010;$461.580,00;$43.500,00;$70.000,00;$3.000,00;;;$578.080,00
PD-00385-0020;2010;$671.000,00;$26.000,00;;;$42.500,00;$50.000,00;$789.500,00
PD-00385-0021;2010;$445.424,00;$15.600,00;$30.000,00;$20.000,00;$80.000,00;$30.000,00;$621.024,00
PD-00385-0022;2010;$1.667.760,00;$84.800,00;$67.200,00;;$155.000,00;$70.000,00;$2.044.760,00
PD-00385-0023;2010;$1.031.400,00;$50.500,00;$70.000,00;$107.200,00;$16.000,00;$70.000,00;$1.345.100,00
PD-00385-0024;2010;$730.200,00;$31.000,00;$98.427,60;$20.000,00;$63.000,00;$10.000,00;$952.627,60
PD-00385-0025;2010;$489.480,00;$60.800,00;$48.000,00;$182.250,00;$43.430,00;$54.000,00;$877.960,00
PD-00385-0026;2010;$956.467,08;$60.000,00;;;$457.000,00;$144.000,00;$1.617.467,08
PD-00385-0027;2010;$839.634,00;$63.000,00;;$72.000,00;$33.650,00;$108.000,00;$1.116.284,00
PD-00385-0028;2010;$445.280,00;$41.000,00;;$15.000,00;$705.000,00;$37.000,00;$1.243.280,00
PD-00385-0029;2011;$362.032,56;$19.967,44;$201.000,00;;$70.000,00;;$653.000,00
PD-00385-0030;2011;$923.020,00;$40.000,00;$26.500,00;$12.000,00;$64.200,00;$224.200,00;$1.289.920,00
PD-00385-0031;2011;$497.400,00;$53.200,00;$190.000,00;;$1.186.634,02;$630.374,00;$2.557.608,02
PD-00385-0032;2011;$213.600,00;$16.000,00;;;;;$229.600,00
PD-00385-0033;2011;$505.584,00;$40.800,00;$703.680,00;$6.000,00;$60.000,00;;$1.316.064,00
PD-00385-0034;2011;$119.100,00;$16.000,00;;;;$150.000,00;$285.100,00
PD-00385-0035;2011;;$10.000,00;;;;;$10.000,00
PD-00385-0036;2011;$651.024,00;$48.000,00;$30.000,00;$48.000,00;$54.000,00;$216.000,00;$1.047.024,00
PD-00385-0037;2011;$944.940,00;$27.200,00;$36.000,00;$20.400,00;$34.500,00;$522.200,00;$1.585.240,00
PD-00385-0038;2011;$968.990,00;$32.000,00;;;$599.800,00;$330.000,00;$1.930.790,00
PD-00385-0039;2011;$1.803.660,00;$63.850,00;;;$250.000,00;$260.000,00;$2.377.510,00
PD-00385-0040;2011;$707.100,00;$26.800,00;;;$5.000,00;$144.000,00;$882.900,00
PD-00385-0041;2011;$1.212.094,00;$75.000,00;;;$316.000,00;$96.000,00;$1.699.094,00
PD-00385-0042;2011;$989.810,00;$115.000,00;$118.900,08;;$703.000,00;$71.289,92;$1.998.000,00
PD-00385-0043;2011;$1.059.700,00;$90.000,00;$15.000,00;$4.500,00;$322.000,00;$40.000,00;$1.531.200,00
PD-00385-0044;2011;$489.480,00;$60.800,00;$48.000,00;$182.250,00;$43.430,00;$54.000,00;$877.960,00
PD-00385-0046;2011;$588.550,00;$37.500,00;;;$11.320,00;$519.355,90;$1.156.725,90
PD-00385-0047;2011;$989.810,00;$115.000,00;$118.900,08;;$703.000,00;$71.289,92;$1.998.000,00
PD-00385-0048;2012;$3.093.202,47;$20.000,00;;$20.000,00;$136.200,00;$1.152.932,00;$4.422.334,47
PD-00385-0049;2011;$662.960,00;$40.380,00;$141.400,00;$2.000,00;$450.160,00;$17.400,00;$1.314.300,00
PD-00385-0050;2012;$2.732.636,00;$205.151,18;$120.000,00;$2.500,00;$515.573,56;$138.172,19;$3.714.032,93
PD-00385-0051;2012;$812.800,00;$44.000,00;$13.000,00;;$20.000,00;;$889.800,00
PD-00385-0052;2012;$495.840,00;$24.000,00;$215.800,00;$12.500,00;;$190.000,00;$938.140,00
PD-00385-0053;2012;$44.000,00;$31.200,00;;;$100.000,00;;$175.200,00
PD-00385-0054;2012;$446.955,00;$48.800,00;$109.850,00;$40.000,00;$128.500,00;$85.000,00;$859.105,00
PD-00385-0055;2012;$851.080,00;$16.000,00;$12.182,00;$700,00;;;$879.962,00
PD-00385-0056;2012;$625.680,00;$78.000,00;$8.000,00;$87.000,00;$7.000,00;$38.400,00;$844.080,00
PD-00385-0057;2012;$887.520,00;$98.000,00;$122.880,00;$158.000,00;$480.000,00;$55.000,00;$1.801.400,00
PD-00385-0058;2012;$1.094.550,00;$10.000,00;$50.000,00;$9.000,00;$200.000,00;$30.000,00;$1.393.550,00
PD-00385-0059;2012;$1.252.800,00;$36.000,00;$180.244,80;;;$43.200,00;$1.512.244,80
PD-00385-0060;2012;$1.516.800,00;$108.400,00;;;$609.350,00;$320.000,00;$2.554.550,00
PD-00385-0061;2012;$1.267.112,00;$29.000,00;$60.600,00;$30.000,00;;$110.000,00;$1.496.712,00
PD-00385-0062;2013;$6.352.128,00;$562.525,00;$254.879,76;$26.003,00;$6.101.913,04;$1.893.900,00;$15.191.348,80
PD-00385-0063;2015;$294.530,32;$47.532,00;;;;$44.500,00;$386.562,32
PD-00385-0064;2018;$946.200,00;$46.000,00;$88.461,92;$69.180,00;$193.500,00;$151.600,00;$1.494.941,92
PD-00385-0065;2017;$2.258.096,72;$79.000,00;$90.326,50;$12.000,00;$2.389.148,48;$592.446,44;$5.421.018,14
PD-00385-0066;2019;$988.270,00;$101.300,00;;;;;$1.089.570,00
PD-00385-0067;2019;$988.270,00;$101.300,00;$8.490,00;$0,00;$0,00;$0,00;$1.098.060,00
PD-00385-0068;2019;$988.270,00;$101.300,00;;;;;$1.089.570,00
PD-00385-0069;2019;$7.101.482,00;$1.152.064,45;$653.500,00;$58.000,00;$5.000.236,00;$909.000,00;$14.874.282,45
PD-00385-0070;2019;$70.818.733,77;$5.177.164,00;$1.000.000,00;;$31.917.221,00;$18.896.817,12;$127.809.935,89
PD-00385-0071;2019;$5.516.811,90;$703.170,00;$991.951,78;$144.000,00;$3.899.556,00;$1.397.000,00;$12.652.489,68
PD-00385-0073;2021;$5.953.536,48;$399.760,00;$1.349.602,20;$333.300,00;$1.611.500,00;$2.426.000,00;$12.073.698,68
PD-00386-1606;2016;$1.209.920,00;$25.000,00;$60.496,00;;$85.300,00;$82.000,00;$1.462.716,00
PD-00386-1607;2016;$1.332.798,62;$25.200,00;$66.639,93;;;;$1.424.638,55
PD-00387-0001;2009;$1.151.191,52;$138.720,00;$57.340,32;$0,00;$156.473,60;$0,00;$1.503.725,44
PD-00387-0003;2009;$246.077,08;$71.486,00;$8.447,00;;$36.000,00;;$362.010,08
PD-00387-0022;2019;$466.992,00;$61.000,00;$174.000,00;;;$24.000,00;$725.992,00
PD-00387-0113;2013;$1.312.836,00;$177.715,00;$57.241,80;;$90.000,00;;$1.637.792,80
PD-00390-0001;2009;$808.600,00;$36.000,00;$43.200,00;;;;$887.800,00
PD-00390-0002;2009;$486.240,00;$28.000,00;$40.800,00;$95.000,00;$40.000,00;$135.000,00;$825.040,00
PD-00390-0003;2009;$1.794.240,00;$15.000,00;$132.000,00;$14.400,00;$45.000,00;$706.969,90;$2.707.609,90
PD-00390-0004;2009;$720.020,00;$37.200,00;$100.800,00;$19.200,00;$122.000,00;$10.000,00;$1.009.220,00
PD-00390-0005;2009;$689.760,00;$9.000,00;$56.400,00;;$255.000,00;$136.400,00;$1.146.560,00
PD-00390-0006;2009;$1.035.051,00;$56.950,00;$62.400,00;;$40.000,00;$67.120,00;$1.261.521,00
PD-00390-0007;2009;$1.190.715,00;$19.800,00;$80.750,00;$9.000,00;$321.000,00;;$1.621.265,00
PD-00390-0008;2009;$2.053.805,00;$30.000,00;$171.000,00;;$840.000,00;$480.000,00;$3.574.805,00
PD-00390-0009;2009;$1.373.400,00;$4.000,00;$82.800,00;;$179.000,00;$25.600,00;$1.664.800,00
PD-00390-0010;2009;$1.255.560,00;$8.000,00;$93.600,00;$14.000,00;$415.000,00;;$1.786.160,00
PD-00390-0011;2009;$715.970,00;$40.000,00;$62.400,00;;$335.532,00;$123.320,00;$1.277.222,00
PD-00390-0012;2009;$922.225,00;$6.000,00;$51.840,00;;$30.000,00;$80.000,00;$1.090.065,00
PD-00390-0013;2009;$1.064.480,00;$19.000,00;$60.000,00;;$67.000,00;$19.200,00;$1.229.680,00
PD-00390-0014;2009;$1.163.520,00;$4.000,00;$86.400,00;;$245.000,00;$240.400,00;$1.739.320,00
PD-00390-0015;2009;$1.173.144,00;$100.000,00;$140.280,00;$39.000,00;$123.400,00;;$1.575.824,00
PD-00390-0016;2009;$1.114.175,00;$16.000,00;$120.240,00;;$759.000,00;$429.000,00;$2.438.415,00
PD-00390-0017;2009;$970.065,00;$24.000,00;$77.400,00;;;$490.000,00;$1.561.465,00
PD-00390-0018;2009;$1.938.000,00;$40.000,00;$143.520,00;;$105.000,00;$680.520,00;$2.907.040,00
PD-00390-0019;2009;$967.600,00;;$50.400,00;;;$16.000,00;$1.034.000,00
PD-00390-0020;2009;$1.064.400,00;;$62.400,00;;$92.000,00;$13.800,00;$1.232.600,00
PD-00390-0021;2009;$768.000,00;$22.000,00;$223.989,60;$4.000,08;;$211.905,00;$1.229.894,68
PD-00390-0022;2009;$965.100,00;$20.000,00;$49.200,00;;$3.000,00;;$1.037.300,00
PD-00390-1023;2010;$1.116.480,00;$23.400,00;$103.306,80;;$63.000,00;$206.600,00;$1.512.786,80
PD-00390-1024;2010;$2.275.872,00;$55.400,00;$154.000,00;$436.300,00;;$278.000,00;$3.199.572,00
PD-00390-1025;2010;$1.039.380,00;$14.000,00;$164.000,00;$20.000,00;$416.000,00;$68.000,00;$1.721.380,00
PD-00390-1026;2010;$808.560,00;$12.000,00;$14.160,00;;;$100.000,00;$934.720,00
PD-00390-1027;2010;$58.560,00;$26.600,00;$30.380,00;$5.400,00;$123.400,00;$148.000,00;$392.340,00
PD-00390-1028;2010;$55.380,00;$13.000,00;$27.340,00;$5.400,00;$199.720,00;$40.000,00;$340.840,00
PD-00390-1029;2010;$66.160,00;$18.500,00;$36.700,00;$5.400,00;$147.231,00;$173.000,00;$446.991,00
PD-00390-1030;2010;$2.263.660,00;$26.000,00;$84.560,00;;$1.223.000,00;$250.000,00;$3.847.220,00
PD-00390-1031;2010;$2.237.720,00;$78.000,00;$29.160,00;;$20.000,00;$787.656,00;$3.152.536,00
PD-00390-1032;2010;$1.460.400,00;$36.000,00;$30.480,00;;$325.000,00;;$1.851.880,00
PD-00390-1033;2010;$1.164.460,00;$26.000,00;$11.760,00;;$104.000,00;$16.000,00;$1.322.220,00
PD-00390-1034;2010;$716.360,00;$32.000,00;$31.920,00;;$380.000,00;$100.000,00;$1.260.280,00
PD-00390-1035;2010;$386.016,00;$5.200,00;$20.240,00;$3.200,00;$73.500,00;$162.876,00;$651.032,00
PD-00390-1036;2010;$1.552.240,00;;$22.080,00;;$7.500,00;$448.530,00;$2.030.350,00
PD-00390-1037;2010;$1.059.000,00;;$68.480,00;;$79.600,00;$250.000,00;$1.457.080,00
PD-00390-1038;2010;$782.800,00;$18.000,00;$18.360,00;;$13.300,00;;$832.460,00
PD-00390-1039;2010;$1.610.532,00;$35.000,00;$22.640,00;$54.400,00;$90.000,00;;$1.812.572,00
PD-00390-1040;2010;$1.031.325,00;$44.000,00;$57.960,00;$182.900,00;$321.000,00;$361.400,00;$1.998.585,00
PD-00390-1041;2010;$1.337.290,00;$14.000,00;$77.520,00;;$805.000,00;$400.000,00;$2.633.810,00
PD-00390-1042;2010;$634.544,00;$72.600,00;$45.360,00;$7.400,00;$18.000,00;$37.000,00;$814.904,00
PD-00390-1043;2010;$885.000,00;$16.000,00;;;$9.000,00;$30.000,00;$940.000,00
PD-00390-1044;2010;$764.760,00;;$13.920,00;$8.000,00;$90.000,00;$80.000,00;$956.680,00
PD-00390-1045;2010;$373.460,00;$6.800,00;$60.980,00;$3.000,00;$95.400,00;$120.000,00;$659.640,00
PD-00390-1046;2010;$1.124.650,00;$95.760,00;;;$9.450,00;$88.600,00;$1.318.460,00
PD-00390-1047;2010;$1.086.829,00;;$20.000,00;;;;$1.106.829,00
PD-00390-1048;2010;$1.265.112,00;$40.080,00;$60.860,00;;;$680.500,00;$2.046.552,00
PD-00390-1049;2010;$1.617.116,00;$59.240,00;$87.900,00;$57.500,00;$20.000,00;;$1.841.756,00
PD-00390-1050;2010;$3.023.888,00;$83.980,00;$25.440,00;;$39.400,00;$176.900,00;$3.349.608,00
PD-00390-1051;2010;$1.592.564,00;$72.840,00;$53.520,00;;;$708.393,00;$2.427.317,00
