"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"1892",1892,"ANEEL-PD-06491-0565","ANEEL","2020-09-16","2024-09-16",1461,"PROCESS MINING COM DYNAMIC FLOWSHOP SCHEDULING OPTIMIZATION SOB INCERTEZAS PARA GESTÃO DE OBRAS","EM EXECUÇÃO",7219731.2,523813.488843258,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,523813.488843258,"process mining com dynamic flowshop scheduling optimization sob incertezas para gestao de obras transmissao planejamento de sistemas de energia eletrica","7.1",NA,"não"
"1893",1893,"ANEEL-PD-00037-0041","ANEEL","2020-09-17","2022-09-17",730,"Modelo Replicavel de Laboratorio de Inovacao para Setor Eletrico Objetivando o Fomento de Ecossistema de Desenvolvimento de Tecnologia com Foco em Produtos","EM EXECUÇÃO",9025746.51,1298223.81308219,"COMPANHIA ENERGÉTICA DO MARANHÃO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,1298223.81308219,"modelo replicavel de laboratorio de inovacao para setor eletrico objetivando o fomento de ecossistema de desenvolvimento de tecnologia com foco em produtos distribuicao outros","nenhuma categoria encontrada",NA,"não"
"1894",1894,"ANEEL-PD-02866-0520","ANEEL","2020-10-07","2022-10-07",730,"MONITORAMENTO INTELIGENTE DE FALHAS EM EQUIPAMENTOS COM USO DE TERMOGRAFIA E VANTS","EM EXECUÇÃO",2877080.34,335002.505342466,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,335002.505342466,"monitoramento inteligente de falhas em equipamentos com uso de termografia e vants distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1895",1895,"ANEEL-PD-00394-2003","ANEEL","2020-10-10","2021-10-10",365,"SISTEMA DE ESTERILIZAÇÃO DE EPIs POR LUZ ULTRAVIOLETA","EM EXECUÇÃO",1039503.04,233532.189808219,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,233532.189808219,"sistema de esterilizacao de epis por luz ultravioleta geracao seguranca","nenhuma categoria encontrada",NA,"não"
"1896",1896,"ANEEL-PD-00394-2004","ANEEL","2020-10-10","2021-02-08",121,"ESTERILIZAÇÃO DO AR E DO AMBIENTE COM USO DA RADIAÇÃO UV-C","EM ATRASO",1039428.04,704405.779173554,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,704405.779173554,"esterilizacao do ar e do ambiente com uso da radiacao uv-c transmissao seguranca","nenhuma categoria encontrada",NA,"não"
"1897",1897,"ANEEL-PD-00394-2005","ANEEL","2020-10-12","2021-10-12",365,"PROJETO FRENTE ELÉTRICA - PROTEGENDO OS TRABALHADORES DO SETOR ELÉTRICO","EM EXECUÇÃO",1039647.44,227867.932054795,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,227867.932054795,"projeto frente eletrica - protegendo os trabalhadores do setor eletrico geracao seguranca","nenhuma categoria encontrada",NA,"não"
"1898",1898,"ANEEL-PD-10307-0220","ANEEL","2020-10-14","2022-10-14",730,"Pesquisa sobre Conversores VSC para Transmissão HVDC Usando Linhas Aéreas","EM EXECUÇÃO",6093895.32,651128.541041096,"XINGU RIO TRANSMISSORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,651128.541041096,"pesquisa sobre conversores vsc para transmissao hvdc usando linhas aereas transmissao operacao de sistemas de energia eletrica","6.2",NA,"não"
"1899",1899,"ANEEL-PD-05018-0120","ANEEL","2020-10-14","2023-10-14",1095,"Desenvolvimento e aplicação de um manual de referência para projetos de usinas hidrelétricas reversíveis","EM EXECUÇÃO",7742340,551509.150684932,"ITUMBIARA TRANSMISSORA DE ENERGIA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,551509.150684932,"desenvolvimento e aplicacao de um manual de referencia para projetos de usinas hidreletricas reversiveis geracao planejamento de sistemas de energia eletrica","7.1",NA,"não"
"1900",1900,"ANEEL-PD-06954-0420","ANEEL","2020-10-14","2023-07-15",1004,"DESENVOLVIMENTO DE METODOLOGIA PARA AVALIAÇÃO DE SINALIZADORES ANTICOLISÃO DE AVES EM LINHAS DE TRANSMISSÃO","EM EXECUÇÃO",4991183.75,387761.287350598,"ARARAQUARA TRANSMISSORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,387761.287350598,"desenvolvimento de metodologia para avaliacao de sinalizadores anticolisao de aves em linhas de transmissao transmissao meio ambiente","6.2",NA,"não"
"1901",1901,"ANEEL-PD-10733-0320","ANEEL","2020-10-16","2022-10-16",730,"INSERÇÃO DE UM SISTEMA DE TRANSMISSÃO DE ULTRA ALTA TENSÃO EM CORRENTE ALTERNADA (UATCA) NO BRASIL","EM EXECUÇÃO",7019130.01,730758.740767123,"PARANAÍTA RIBEIRÃOZINHO TRANSMISSORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,730758.740767123,"insercao de um sistema de transmissao de ultra alta tensao em corrente alternada (uatca) no brasil transmissao planejamento de sistemas de energia eletrica","""3.1"", ""7.1""",NA,"não"
"1902",1902,"ANEEL-PD-05785-2007","ANEEL","2020-10-26","2023-04-27",913,"Estudo de técnicas de blending para previsão de tempestades com descargas elétricas atmosféricas no setor de energia elétrica","EM EXECUÇÃO",1877880,135750.361445783,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,135750.361445783,"estudo de tecnicas de blending para previsao de tempestades com descargas eletricas atmosfericas no setor de energia eletrica transmissao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",NA,"não"
"1903",1903,"ANEEL-PD-05707-2008","ANEEL","2020-11-03","2022-11-03",730,"Avaliação de desempenho de Linhas de transmissão e sub transmissão frente a descargas atmosféricas, considerando o aterramento formado por protótipo desenvolvido pela CEEE.","EM EXECUÇÃO",696000,55298.6301369863,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,55298.6301369863,"avaliacao de desempenho de linhas de transmissao e sub transmissao frente a descargas atmosfericas, considerando o aterramento formado por prototipo desenvolvido pela ceee. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1904",1904,"ANEEL-PD-02866-0527","ANEEL","2020-11-03","2022-11-03",730,"METODOLOGIAS E FERRAMENTAL PARA PLANEJAMENTO AUTOMATIZADO INTELIGENTE DE REDES DE DISTRIBUIÇÃO CONSIDERANDO RECURSOS ENERGÉTICOS DISTRIBUÍDOS","EM EXECUÇÃO",3401627.6,270266.302465753,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,270266.302465753,"metodologias e ferramental para planejamento automatizado inteligente de redes de distribuicao considerando recursos energeticos distribuidos distribuicao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1905",1905,"ANEEL-PD-00382-0132","ANEEL","2020-11-06","2022-11-06",730,"INTELIGÊNCIA ARTIFICIAL PARA PREVENÇÃO DE ATENDIMENTOS REINCIDENTES E","EM EXECUÇÃO",233016.16,17556.0120547945,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,17556.0120547945,"inteligencia artificial para prevencao de atendimentos reincidentes e distribuicao outros","nenhuma categoria encontrada",NA,"não"
"1906",1906,"ANEEL-PD-00048-1320","ANEEL","2020-11-06","2022-11-06",730,"Arranjo técnico para aumento da confiabilidade e segurança elétrica aplicando armazenamento de energia por baterias e sistemas fotovoltaicos ao serviço auxiliar de subestações 230/500 kV","CARREGADO",14899365.25,1122554.91609589,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,1122554.91609589,"arranjo tecnico para aumento da confiabilidade e seguranca eletrica aplicando armazenamento de energia por baterias e sistemas fotovoltaicos ao servico auxiliar de subestacoes 230/500 kv geracao fontes alternativas de geracao de energia eletrica","6.3",NA,"não"
"1907",1907,"ANEEL-PD-00048-0619","ANEEL","2020-11-06","2023-03-08",852,"Concepção de Reatores Saturados para a Compensação Reativa em Sistemas de Extra-Alta Tensão","CARREGADO",7598480,490512.20657277,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,490512.20657277,"concepcao de reatores saturados para a compensacao reativa em sistemas de extra-alta tensao transmissao outros","3.1",NA,"não"
"1908",1908,"ANEEL-PD-00048-0120","ANEEL","2020-11-06","2022-11-06",730,"Modelo de previsibilidade da saúde dos profissionais do setor elétrico através de sinais vitais, testes moleculares, sorológicos e imagens térmicas","CARREGADO",11347252.72,854929.999452055,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,854929.999452055,"modelo de previsibilidade da saude dos profissionais do setor eletrico atraves de sinais vitais, testes moleculares, sorologicos e imagens termicas transmissao outros","nenhuma categoria encontrada",NA,"não"
"1909",1909,"ANEEL-PD-00048-0419","ANEEL","2020-11-09","2025-11-09",1826,"Pesquisa e Desenvolvimento em Plantas Heliotérmicas Localizadas no Centro de Referência em Energia Solar de Petrolina - CRESP","CARREGADO",67900000,1933625.41073384,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,1933625.41073384,"pesquisa e desenvolvimento em plantas heliotermicas localizadas no centro de referencia em energia solar de petrolina - cresp geracao fontes alternativas de geracao de energia eletrica","3.1",NA,"não"
"1910",1910,"ANEEL-PD-04951-0599","ANEEL","2020-11-11","2025-03-12",1582,"Processos Ecológicos: Desenvolvimento de Novas Ecotecnologias de Diagnóstico e Processos Ambientais (Projeto PROECOS)","EM EXECUÇÃO",10767125.4,340301.05562579,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,340301.05562579,"processos ecologicos: desenvolvimento de novas ecotecnologias de diagnostico e processos ambientais (projeto proecos) geracao meio ambiente","nenhuma categoria encontrada",NA,"não"
"1911",1911,"ANEEL-PD-07130-0059","ANEEL","2020-11-12","2023-01-12",791,"Inspeção Semiautônoma com Drone em Torres de Linha de Transmissão","EM EXECUÇÃO",6624922.63,410393.437256637,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,410393.437256637,"inspecao semiautonoma com drone em torres de linha de transmissao transmissao seguranca","6.2",NA,"não"
"1912",1912,"ANEEL-PD-07130-7060","ANEEL","2020-11-12","2021-11-12",365,"Relé de Proteção com Monitoramento Ativo de Óleo e Gases e um Sistema Inteligente para Diagnóstico e Monitoramento de Transformadores e Reatores de Potência de Alta Tensão - Fase IM","EM EXECUÇÃO",2839233.33,381157.351150685,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,381157.351150685,"rele de protecao com monitoramento ativo de oleo e gases e um sistema inteligente para diagnostico e monitoramento de transformadores e reatores de potencia de alta tensao - fase im transmissao seguranca","""2.1"", ""3.1""",NA,"não"
"1913",1913,"ANEEL-PD-07130-7059","ANEEL","2020-11-12","2021-05-13",182,"Inspeção Semiautônoma com Drone em Torres de Linha de Transmissão  - Fase IM","EM EXECUÇÃO",761446.37,205004.791923077,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,205004.791923077,"inspecao semiautonoma com drone em torres de linha de transmissao  - fase im transmissao seguranca","6.2",NA,"não"
"1914",1914,"ANEEL-PD-07130-6059","ANEEL","2020-11-12","2021-11-12",365,"Inspeção Semiautônoma com Drone em Torres de Linha de Transmissão  - Fase CS/LP","EM EXECUÇÃO",2643056.35,354821.263424658,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,354821.263424658,"inspecao semiautonoma com drone em torres de linha de transmissao  - fase cs/lp transmissao seguranca","6.2",NA,"não"
"1915",1915,"ANEEL-PD-07130-0062","ANEEL","2020-11-12","2023-01-12",791,"Análise Preditiva de Falhas por IA - Sistema para identificação e predição de falhas em equipamentos de potência baseado em redes de sensores e IA","EM EXECUÇÃO",7571656.28,469040.654513274,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,469040.654513274,"analise preditiva de falhas por ia - sistema para identificacao e predicao de falhas em equipamentos de potencia baseado em redes de sensores e ia transmissao seguranca","nenhuma categoria encontrada",NA,"não"
"1916",1916,"ANEEL-PD-07130-6050","ANEEL","2020-11-12","2021-11-12",365,"SENSORIAR: Sistema de monitoramento de qualidade do ar para mitigação dos riscos de desligamento de linhas de transmissão - Fase CS/LP","EM EXECUÇÃO",2347340.92,315122.479671233,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,315122.479671233,"sensoriar: sistema de monitoramento de qualidade do ar para mitigacao dos riscos de desligamento de linhas de transmissao - fase cs/lp transmissao seguranca","6.2",NA,"não"
"1917",1917,"ANEEL-PD-08554-0001","ANEEL","2020-11-16","2023-11-16",1095,"Sistema fotovoltaico híbrido com armazenamento em banco de baterias de íons de lítio - Gestão pelo lado da demanda","EM EXECUÇÃO",889387.23,36550.1601369863,"PANTANAL TRANSMISSAO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,36550.1601369863,"sistema fotovoltaico hibrido com armazenamento em banco de baterias de ions de litio - gestao pelo lado da demanda distribuicao eficiencia energetica","""1.4"", ""3.1""",NA,"não"
"1918",1918,"ANEEL-PD-00037-0043","ANEEL","2020-11-30","2023-10-31",1065,"Microrrede com fontes de energia renovaveis para melhorar a resiliencia, a confiabilidade e a qualidade da energia no Centro de Lancamento de Alcantara","EM EXECUÇÃO",19397074.4,564609.677370892,"COMPANHIA ENERGÉTICA DO MARANHÃO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,564609.677370892,"microrrede com fontes de energia renovaveis para melhorar a resiliencia, a confiabilidade e a qualidade da energia no centro de lancamento de alcantara distribuicao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",NA,"não"
"1919",1919,"ANEEL-PD-00382-0136","ANEEL","2020-12-01","2021-12-01",365,"Inserção no Mercado do software de combate a perdas comerciais Energy Watch","EM EXECUÇÃO",1473841.12,121137.62630137,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,121137.62630137,"insercao no mercado do software de combate a perdas comerciais energy watch distribuicao medicao, faturamento e combate a perdas comerciais","7.1",NA,"não"
"1920",1920,"ANEEL-PD-00043-0121","ANEEL","2020-12-11","2023-12-11",1095,"Sistema de Medição da Resistência de Aterramento em Subestações Usando Fonte de Injeção de Corrente","EM EXECUÇÃO",4218127.8,77043.4301369863,"COMPANHIA ENERGÉTICA DE PERNAMBUCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,77043.4301369863,"sistema de medicao da resistencia de aterramento em subestacoes usando fonte de injecao de corrente distribuicao planejamento de sistemas de energia eletrica","7.1",NA,"não"
"1921",1921,"ANEEL-PD-08501-0001","ANEEL","2020-12-21","2021-12-21",365,"SkyPowerLines - Sistema autônomo de inspeção aérea por drone de baixo custo capaz de fazer mapeamento 3D da LT e servidão sem uso do LiDAR e inspeção de partes e peças de torres de energia.","EM EXECUÇÃO",331323.44,9077.35452054794,"TRIÂNGULO MINEIRO TRANSMISSORA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,9077.35452054794,"skypowerlines - sistema autonomo de inspecao aerea por drone de baixo custo capaz de fazer mapeamento 3d da lt e servidao sem uso do lidar e inspecao de partes e pecas de torres de energia. transmissao seguranca","nenhuma categoria encontrada",NA,"não"
"1922",1922,"ANEEL-PD-06683-0420","ANEEL","2020-12-21","2023-06-22",913,"Desenvolvimento de metodologia e prototipagem de dispositivo de captura de peixes para monitoramento do desempenho de passagem em Sistemas de Transposição","EM EXECUÇÃO",5970956.56,65399.3051478642,"SANTO ANTÔNIO ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,65399.3051478642,"desenvolvimento de metodologia e prototipagem de dispositivo de captura de peixes para monitoramento do desempenho de passagem em sistemas de transposicao geracao gestao de bacias e reservatorios","nenhuma categoria encontrada",NA,"não"
"1923",1923,"ANEEL-PD-00382-0135","ANEEL","2020-12-22","2022-12-22",730,"Topologia complexa de geração fotovoltaica, armazenamento elétrico por baterias, medição inteligente e relacionamento com cliente para atendimento a famílias em comunidade carente na área da Light","EM EXECUÇÃO",2492969.53,30735.2407808219,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,30735.2407808219,"topologia complexa de geracao fotovoltaica, armazenamento eletrico por baterias, medicao inteligente e relacionamento com cliente para atendimento a familias em comunidade carente na area da light distribuicao fontes alternativas de geracao de energia eletrica","6.3",NA,"não"
"1924",1924,"ANEEL-PD-00068-0051","ANEEL","2021-01-11","2022-05-13",487,"Iniciativas de Inovação com Novos Materiais para Estruturas de Linhas de Transmissão","CARREGADO",1578140.75,0,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"iniciativas de inovacao com novos materiais para estruturas de linhas de transmissao transmissao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1925",1925,"ANEEL-PD-05707-2101","ANEEL","2021-01-15","2024-01-15",1095,"Sistema de Descoberta de Conhecimento para Apoio a Tomada de Decisões Aplicado ao Controle de Operações do Sistema Duplo Radial Subterrâneo de Média Tensão","EM EXECUÇÃO",4580960,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema de descoberta de conhecimento para apoio a tomada de decisoes aplicado ao controle de operacoes do sistema duplo radial subterraneo de media tensao distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1926",1926,"ANEEL-PD-05707-2102","ANEEL","2021-01-15","2024-01-15",1095,"Inserção no Mercado do Sistema de Monitoramento e Supervisão de Unidades Transformadoras e Subestações de Energia (UTSE)","EM EXECUÇÃO",2970762.23,0,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"insercao no mercado do sistema de monitoramento e supervisao de unidades transformadoras e subestacoes de energia (utse) distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1927",1927,"ANEEL-PD-02866-0478","ANEEL","2021-01-19","2023-07-21",913,"FERRAMENTA DE PLANEJAMENTO ÓTIMO DE COMUNICAÇÃO E TECNOLOGIAS EMERGENTES PARA AUTOMAÇÃO E MONITORAMENTO DE REDES DE COMUNICAÇÃO","EM EXECUÇÃO",5383636.7,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"ferramenta de planejamento otimo de comunicacao e tecnologias emergentes para automacao e monitoramento de redes de comunicacao distribuicao operacao de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1928",1928,"ANEEL-PD-02866-0528","ANEEL","2021-01-19","2023-07-21",913,"DESENVOLVIMENTO DE METODOLOGIA PARA ANÁLISE AUTOMÁTICA DE IMAGENS TÉRMICAS","EM EXECUÇÃO",2814374.2,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de metodologia para analise automatica de imagens termicas distribuicao seguranca","nenhuma categoria encontrada",NA,"não"
"1929",1929,"ANEEL-PD-02866-0456","ANEEL","2021-01-21","2023-09-22",974,"METODOLOGIAS E FERRAMENTAS APERFEIÇOADAS PARA O PLANEJAMENTO TÁTICO E ANÁLISES OPERACIONAIS DE REDES DE DISTRIBUIÇÃO SUBTERRÂNEAS COM SECUNDÁRIO EM MALHA SUJEITAS À CONEXÃO DE GERADORES DISTRIBUÍDOS","EM EXECUÇÃO",3650211.48,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"metodologias e ferramentas aperfeicoadas para o planejamento tatico e analises operacionais de redes de distribuicao subterraneas com secundario em malha sujeitas a conexao de geradores distribuidos distribuicao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"1930",1930,"ANEEL-PD-02866-0508","ANEEL","2021-01-21","2024-01-21",1095,"MIDDLEWARE ABERTO E SISTEMA DE GESTÃO DE ENERGIA PARA A CASA DO FUTURO","EM EXECUÇÃO",6714931.78,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"middleware aberto e sistema de gestao de energia para a casa do futuro distribuicao eficiencia energetica","1.4",NA,"não"
"1931",1931,"ANEEL-PD-02866-0511","ANEEL","2021-01-21","2024-01-21",1095,"PROGRAMAÇÃO DIÁRIA DE MICROGRIDS E REDES ATIVAS DE DISTRIBUIÇÃO CONSIDERANDO O GERENCIAMENTO PELO LADO DA DEMANDA","EM EXECUÇÃO",2873156.8,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"programacao diaria de microgrids e redes ativas de distribuicao considerando o gerenciamento pelo lado da demanda distribuicao operacao de sistemas de energia eletrica","6.2",NA,"não"
"1932",1932,"ANEEL-PD-02866-0513","ANEEL","2021-01-21","2024-01-21",1095,"SISTEMA AUTOMATIZADO DE VERIFICAÇÃO DE INVENTÁRIO ATRAVÉS DE DRONES E ROBÔ DE INSPEÇÃO","EM EXECUÇÃO",4891144.98,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema automatizado de verificacao de inventario atraves de drones e robo de inspecao distribuicao outros","nenhuma categoria encontrada",NA,"não"
"1933",1933,"ANEEL-PD-02866-0514","ANEEL","2021-01-21","2024-01-21",1095,"FERRAMENTA DE APOIO À OTIMIZAÇÃO DE DECISÕES DE RENOVAÇÃO DE ATIVOS","EM EXECUÇÃO",4084434.73,0,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"ferramenta de apoio a otimizacao de decisoes de renovacao de ativos distribuicao outros","nenhuma categoria encontrada",NA,"não"
"1934",1934,"ANEEL-PD-00382-0137","ANEEL","2021-01-26","2023-01-26",730,"Sistema de Previsão da criticidade à perda baseado no comportamento do tempo versus a Carga (SisPreCarga) por subestação e o período de foto-iluminação na Região Metropolitana do Rio de Janeiro","EM EXECUÇÃO",1380243.3,0,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"sistema de previsao da criticidade a perda baseado no comportamento do tempo versus a carga (sisprecarga) por subestacao e o periodo de foto-iluminacao na regiao metropolitana do rio de janeiro distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"1935",1935,"ANEEL-PD-00381-0011","ANEEL","2021-01-28","2023-01-28",730,"Desenvolvimento e implantação de um sistema de monitoramento, alertas e apoio à tomada de decisão de baixo custo, visando à otimização da operação de PCH's e CGH's","EM EXECUÇÃO",637125.05,0,"EMPRESA LUZ E FORÇA SANTA MARIA S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento e implantacao de um sistema de monitoramento, alertas e apoio a tomada de decisao de baixo custo, visando a otimizacao da operacao de pch's e cgh's geracao operacao de sistemas de energia eletrica","3.6",NA,"não"
"1936",1936,"ANEEL-PD-05785-2103","ANEEL","2021-02-03","2024-02-03",1095,"Desenvolvimento de metodologia para definição do zoneamento da planície de inundação resultante da ruptura hipotética de barragens através de dados topobatimétricos e por métodos simplificados","CARREGADO",2189748.5,0,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,0,0,0,"desenvolvimento de metodologia para definicao do zoneamento da planicie de inundacao resultante da ruptura hipotetica de barragens atraves de dados topobatimetricos e por metodos simplificados geracao gestao de bacias e reservatorios","nenhuma categoria encontrada",NA,"não"
