"","id","titulo_projeto","categorias","cat2","existe"
"154","ANEEL-PD-00369-0004","Segurança Cibernética em Smart Metering","nenhuma categoria encontrada",6.2,"sim"
"155","ANEEL-PD-06491-0227","LEVANTAMENTO GEOLÓGICO- ESTRUTURAL DA REGIÃO E ENTORNO DA BARRAGEM DA UHE MAUÁ, UMA ABORDAGEM INOVADORA PARA O MONITORAMENTO GEODÉSICO NOS PONTOS DE RISCO.","3.6",6.2,"sim"
"156","ANEEL-PD-00063-0042","DE0042 - SISTEMA HÍBRIDO SOLAR/EÓLICA","nenhuma categoria encontrada",3.7,"sim"
"157","ANEEL-PD-04951-0356","GT356 - PA - Sistema para avaliação de impactos dinâmicos do SIN em unidades Geradores","nenhuma categoria encontrada",3.6,"sim"
"158","ANEEL-PD-00402-0110","Desenvolvimento de Sistema de Análise de Risco de Segurança de Barragens","7.1",NA,"não"
"159","ANEEL-PD-00402-1210","Simulador Gráfico 3D para Treinamento de Manutenção de Campo.","nenhuma categoria encontrada",NA,"não"
"160","ANEEL-PD-00402-0510","Sistema de Monitoramento, Detecção e Diagnóstico de Falhas de Disjuntores de Alta Tensão","""3.1"", ""6.2""",6.2,"sim"
"161","ANEEL-PD-00402-1310","Desenvolvimento de uma Rede de Sensores Passivos para Medição de Integridade de Equipamentos em Sistemas de Energia com Transmissão sem Fio","6.2",6.2,"sim"
"162","ANEEL-PD-00402-1410","Desenvolvimento de um Sistema de Medição de Alta Sensibilidade, Seletividade e Portabilidade de 50 Hz até 2000 Hz para Uso em Pátio de Subestações","""3.1"", ""6.2""",6.2,"sim"
"163","ANEEL-PD-00402-0810","Desenvolvimento de uma célula a combustível microbiana para geração de energia elétrica distribuída","5.2",5.2,"sim"
"164","ANEEL-PD-00397-0004","Lote Pioneiro do Protetor de Linhas Aéreas","6.2",6.2,"sim"
"165","ANEEL-PD-04951-0468","Desenvolver um Sistema para Cálculo do Potencial de Instalação de Usinas Solares Foltovoltaicas (FVs) e Termoelétricas Solares de Grande Porte","nenhuma categoria encontrada",3.1,"sim"
"166","ANEEL-PD-06072-0269","Metodologia para Controle de Múltiplos Pivôs Centrais com um único Conjunto Motor-Bomba.","1.4",1.4,"sim"
"167","ANEEL-PD-00063-0041","DE0041 - SISTEMA HÍBRIDO SOLAR/BIOMASSA","3.4",3.4,"sim"
"168","ANEEL-PD-00385-0039","Desenho e Aplicação de Nova Estrutura Tarifária para os Grupos A e B da ELEKTRO","nenhuma categoria encontrada",6.2,"sim"
"169","ANEEL-PD-00385-0038","Metodologia e Procedimento para Manutenção Preditiva de Isoladores Redes em Média Tensão da ELEKTRO","nenhuma categoria encontrada",NA,"não"
"170","ANEEL-PD-00043-0111","Conceituação e Desenvolvimento de um Sistema Inteligente para Gestão Técnica Eficiente de Redes de Distribuição.","""6.2"", ""7.1""",6.2,"sim"
"171","ANEEL-PD-00043-0211","Sistema de Comunicação Inteligente entre os Centros de Operações/Medições e as Chaves de Distribuição e Telemedição com Aplicação Piloto","nenhuma categoria encontrada",6.2,"sim"
"172","ANEEL-PD-00043-0411","Metodologia de definição de tempos e custos de mão de obra em atividades de construção e manutenção de redes usando técnicas de data mining, validação com segmentação de vídeo e avaliação regulatória","6.2",NA,"não"
"173","ANEEL-PD-00043-0311","Desenvolvimento de solução mecanizada para a poda de árvores com incidência sobre componentes energizados de linhas e redes aéreas de distribuição de energia elétrica","6.2",6.2,"sim"
"174","ANEEL-PD-00043-0511","Desenvolvimento e validação de metodologia de sistemas de aterramento e proteção de linhas de distribuição e subtransmissão frente a descargas atmosféricas","6.2",6.2,"sim"
"175","ANEEL-PD-00383-0047","Dispositivo sensor sem fio de integridade de para-raios","nenhuma categoria encontrada",NA,"não"
"176","ANEEL-PD-00372-0033","Planejamento integrado de recursos aplicado a hidroelétricas da bacia Amazônica - Projeto PIRAHIBA","nenhuma categoria encontrada",3.6,"sim"
"177","ANEEL-PD-00063-0040","PA0040 - ALAVANCAGEM DA INOVAÇÃO DA CPFL NO CONTEXTO DO SETOR ELÉTRICO BRASILEIRO","nenhuma categoria encontrada",6.2,"sim"
"178","ANEEL-PD-00402-1110","Desenvolvimento de tecnologias de biodigestão para o processamento de resíduos agrícolas adequadas ao contexto rural brasileiro.","nenhuma categoria encontrada",3.4,"sim"
"179","ANEEL-PD-00398-0001","Controle Automático de Chaves Estáticas para Comutação sob Carga de Transformadores Monofásicos de Distribuição de Energia Elétrica","nenhuma categoria encontrada",6.2,"sim"
"180","ANEEL-PD-00453-0008","Desenvolvimento de módulo de secagem de transformadores energizados através de atmosfera de nitrogênio desidratado","nenhuma categoria encontrada",6.2,"sim"
"181","ANEEL-PD-00453-0006","Desenvolvimento de um Protótipo Experimental de Transformador de Potência utilizando o Fluxo Magnético das Linhas de Transmissão para a Transformação de Potência Elétrica","6.2",6.2,"sim"
"182","ANEEL-PD-00453-0010","Desenvolvimento de Óleo Nanoaditivado para Melhoria da Eficiência Térmica de Transformadores a Óleo Vegetal","""2.1"", ""3.1""",3.4,"sim"
"183","ANEEL-PD-00402-0310","Modelo Multicritério para Avaliação de Projetos de Eficiência Energética","""1.4"", ""6.2""",NA,"não"
"184","ANEEL-PD-00453-0007","Desenvolvimento de um Veículo Aéreo Autônomo Não Tripulado para Multi-Inspeção","6.2",6.2,"sim"
"185","ANEEL-PD-00047-0037","Desenvolvimento de Unidade """"Cabeça-de-série"""" e Sistema de Testes para Dispositivos Dinâmicos de Proteção Série","nenhuma categoria encontrada",NA,"não"
"186","ANEEL-PD-05697-4518","Sistema de Iluminação Pública com Elevado Desempenho Operacional e Consumo Otimizado.","nenhuma categoria encontrada",NA,"não"
"187","ANEEL-PD-00047-0036","Cabeça-de-série de um Dispositivo de Detecção de Desvios Embutidos de Energia Elétrica","nenhuma categoria encontrada",6.2,"sim"
"188","ANEEL-PD-00380-0008","Metodologia computacional e dispositivo eletrônico de coleta de dados para auxílio à detecção de perdas de energia na iluminação pública","nenhuma categoria encontrada",1.2,"sim"
"189","ANEEL-PD-04950-0421","D421 - DE - Desenvolvimento de novos condutores com novas estruturas e com uso de materiais alternativos e funções autosensoriais","nenhuma categoria encontrada",6.2,"sim"
"190","ANEEL-PD-04951-0334","GT334 - PA - Desenvolvimento do processo de pirólise rápida de biomassa em leito de jorro e leito fluidizado","3.4",3.4,"sim"
"191","ANEEL-PD-04951-0406","GT406 - PA - Desenvolvimento de aplicativo de otimização e análise de portfólio de compra e venda de energia","nenhuma categoria encontrada",6.1,"sim"
"192","ANEEL-PD-00047-0044","Determinação do Impacto da Implantação de Medidores Eletrônicos em Unidades Consumidoras do Grupo B nas Perdas Comerciais","nenhuma categoria encontrada",NA,"não"
"193","ANEEL-PD-00047-0048","Desenvolvimento de equipamento automático para a regulação da tensão em redes de baixa tensão","6.2",NA,"não"
"194","ANEEL-PD-00047-0052","Desenvolvimento de Transformador de Distribuição Inteligente","6.2",6.2,"sim"
"195","ANEEL-PD-00047-0049","Redução da taxa de falhas de reguladores de tensão de classe 36,2 kV utilizados em bancos ligados em delta aberto ou fechado","nenhuma categoria encontrada",NA,"não"
"196","ANEEL-PD-00047-0051","Sistema Integrado de Avaliação On-line do Estado Operativo para Redes Inteligentes - SIASG","6.2",NA,"não"
"197","ANEEL-PD-00047-0056","Uso de despolarizantes condutivos como alternativa para aterramento de postes de concreto.","nenhuma categoria encontrada",NA,"não"
"198","ANEEL-PD-00047-0050","Desenvolvimento de protótipo de sensor termosensível para diagnóstico e monitoramento de sobreaquecimento em conexões de redes de distribuição de energia elétrica.","6.2",6.2,"sim"
"199","ANEEL-PD-00047-0053","Tropicalização da tecnologia na fabricação de postes modulares de material compósito para atendimento em redes e Linhas de Distribuição até 138 kV.","nenhuma categoria encontrada",6.2,"sim"
"200","ANEEL-PD-00047-0047","""""Desenvolvimento de revestimentos nanométricos antiaderentes para isoladores de porcelana de redes de distribuição (RDs) e de transmissão de energia elétrica""""","6.2",NA,"não"
"201","ANEEL-PD-00047-0046","Desenvolvimento de cabeça-de-série de caixas utilizadas para medidores de distribuição elétrica à base de fibras de sizal e coco.","nenhuma categoria encontrada",6.2,"sim"
"202","ANEEL-PD-00047-0043","Desenvolvimento de Ferramenta Computacional para Segmentação das Perdas Comerciais através da Identificação de Clusters","nenhuma categoria encontrada",NA,"não"
"203","ANEEL-PD-00047-0054","Identificação do faseamento na BT ao longo de um alimentador com injeção de sinal correspondente em MT na SE utilizando o transformador de distribuição como meio de acoplamento.","6.2",NA,"não"
"204","ANEEL-PD-00047-0045","Determinação do sistema suporte otimo para operação do sistema de distribuição","nenhuma categoria encontrada",NA,"não"
"205","ANEEL-PD-00047-0042","Modelo Preditivo para Estimativa do Consumo Ativo de Consumidores Rurais Irrigantes","nenhuma categoria encontrada",NA,"não"
"206","ANEEL-PD-00047-0038","SOFTWARE GERADOR DE INDICADORES SETORIAIS DE PROBABILIDADE DE OCORRÊNCIA DE PERDAS NÃO-TÉCNICAS DE ENERGIA ELÉTRICA","nenhuma categoria encontrada",NA,"não"
"207","ANEEL-PD-00047-0055","Cabeça de Série - Metodologia e Ferramental para a Substituição de Cabos Aéreos Energizados","nenhuma categoria encontrada",6.2,"sim"
"208","ANEEL-PD-04950-0378","D378 - DE - Desenvolvimento de sistema, com tecnologia nacional, para localização de faltas em cabos isolados.","6.2",6.2,"sim"
"209","ANEEL-PD-04951-0353","GT353 - PA - Desenvolvimento de Sistema de Previsão de Vazões com Base na Integração de Sistema de Telemetria a Modelos Hidrológicos e de Previsão Climática","6.2",3.6,"sim"
"210","ANEEL-PD-04951-0355","GT355 DE- Avaliação de segurança operativa com auxílio de previsão estatística e redes neurais.","6.2",3.6,"sim"
"211","ANEEL-PD-04950-0368","D368 - DE - Proposta e avalidação de uma estrutura sistematizada para avaliação do estado operacional de cabos isolados via medição direta.","6.2",6.2,"sim"
"212","ANEEL-PD-04951-0402","GT402 - PA - Aplicação de métodos quimiométricos multivariados no gerenciamento de bacias hidrográficas","nenhuma categoria encontrada",6.1,"sim"
"213","ANEEL-PD-05161-0007","Desenvolvimento Experimental do P&D 06/2007 E - Propoisção de Solução Inovadora para o Sistema de Resfriamento dos Hidrogeradores da Usina Fontes Nova","nenhuma categoria encontrada",6.2,"sim"
"214","ANEEL-PD-04951-0407","Desenvolvimento de Equipamento para Monitoramento de Integridade Estrutural de Equipamentos Pressurizados em Serviço Utilizando Tecnologia WireLess","6.2",6.2,"sim"
"215","ANEEL-PD-06072-0267","Atenuador Inteligente de Perdas Técnicas e Regulação do Nível de Voltagem na Rede de Distribuição de Baixa Tensão utilizando a Compensação Magnética","6.2",6.2,"sim"
"216","ANEEL-PD-06072-0276","Desenvolvimento de Ambiente Multiagente e de cultura organizacional para a construção de agentes inteligentes: Uma metodologia de monitoramento do Cadastro Técnico georreferenciado.","nenhuma categoria encontrada",6.2,"sim"
"217","ANEEL-PD-00097-0010","Desenvolvimento de um Produto Inovador Utilizando Cinza de Carvao Fossil (volantes e de fundo) para Aplicacao como Concreto Compactado com Rolo-CCR em Pavimentacao","2.2",2.2,"sim"
"218","ANEEL-PD-00385-0041","Análise Inteligente de Imagens de Redes e Linhas de Distribuição Coletadas por Veículo Aéreo Não Tripulado","6.2",6.2,"sim"
"219","ANEEL-PD-04950-0294","D294 - PA - DESENVOLVIMENTO DE UM PROTÓTIPO  PARA DETECTAR CURTOS CIRCUITOS FASE-TERRA DE ALTAS IMPEDANCIAS","6.2",6.2,"sim"
"220","ANEEL-PD-04951-0474","GT474 - PB - Estabelecimento de Metodologia para a Matriz Energética de Minas Gerais","1.4",1.4,"sim"
"221","ANEEL-PD-04950-0470","DE - Usina Experimental de Geração Solar Fotovoltaica de 3 MW - desenvolvimento tecnológico e mercadológico no contexto brasileiro em sistemas conectados à rede de distribuição","6.2",3.1,"sim"
"222","ANEEL-PD-05697-0110","Dispositivo Eletrônico para Avaliação de Conexões Elétricas em Redes de Baixa Tensão Energizadas Através de Medição e Técnicas de Inteligência Artificial","6.2",6.2,"sim"
"223","ANEEL-PD-00068-0018","Dispositivo Microcontrolado Para Detecção De Aterramento Móvel Temporário (AMT) Instalados Na Subestação","""5.2"", ""6.2""",6.2,"sim"
"224","ANEEL-PD-00043-0811","Metodologia para modelagem dos recursos necessários à minimização da distância entre níveis de desempenho definidos pela norma vigente no setor elétrico e a performance das centrais de teleatendimento","nenhuma categoria encontrada",6.2,"sim"
"225","ANEEL-PD-00068-0027","Desenvolvimento de metodologias físico-químicas e dielétricas para avaliação da condição de sistemas de isolação papel/óleo utilizados em equipamentos de subestações.","""2.1"", ""6.2""",6.2,"sim"
"226","ANEEL-PD-06072-0277","Cabeça de Série da Sonda desenvolvida no Projeto n° 0406-010/2006: """"PROPOSTA DE PROCEDIMENTO PARA ANÁLISE DE PEDIDOS DE RESSARCIMENTO UTILIZANDO REGISTROS DE PERTUBAÇÕES""""","nenhuma categoria encontrada",NA,"não"
"227","ANEEL-PD-04950-0712","Desenvolvimento de Tecnologia de Cabos Supercondutores de Alta Temperatura para Sistemas Elétricos de Potência","""3.1"", ""7.1""",7.1,"sim"
"228","ANEEL-PD-00068-0028","Construção de um sensor meteorológico integrado de raios, chuva, temperatura e vento com transmissão de dados em tempo real inseridos numa plataforma WEBGIS com sistema de alerta de tempo severo","""3.1"", ""6.2""",6.2,"sim"
"229","ANEEL-PD-00068-0023","Sistema inteligente para a gestão de ativos de transmissão de energia elétrica, através do monitoramento de descargas parciais","6.2",6.2,"sim"
"230","ANEEL-PD-00405-0006","Sistema Integrado de Monitoração On-Line de Transformadores de Distribuição Aérea - TDA.","6.2",NA,"não"
"231","ANEEL-PD-00382-0073","Alternativas de Aprimoramento Tecnológico das Atuais e Futuras Redes de Distribuição Subterrâneas de Energia Elétrica","6.2",6.2,"sim"
"232","ANEEL-PD-00068-0020","Metodologia Eficiente para Coordenação Ótima de Relés de Sobrecorrente Direcionais em Sistemas Elétricos Malhados","6.2",6.2,"sim"
"233","ANEEL-PD-00382-0072","Modelo de previsão de tempo de restabelecimento para priorização do serviço em função dos indicadores ANEEL","6.2",6.2,"sim"
"234","ANEEL-PD-00046-0004","Concepção e desenvolvimento de sistema para estabelecimento de nível adequado de perdas em pequenas concessionárias que atendem mercado com baixa densidade de carga em áreas rurais","nenhuma categoria encontrada",6.2,"sim"
"235","ANEEL-PD-00103-0001","Metodologia para diagnóstico de variações de tensão e sistema de apoio à análise de pedidos de ressarcimento.","7.1",NA,"não"
"236","ANEEL-PD-00385-0042","Avaliação, Simulação em Tempo Real e Implantação de Sistema com Neutro Ressonante para Compensação de Faltas à Terra Visando Melhoria na Qualidade de Energia do Sistema de Distribuição da Elektro.","6.2",NA,"não"
"237","ANEEL-PD-00043-0911","Desenvolvimento de Tecnologias Não-Convencionais Originais e Dedicadas de Aterramento e Proteção para Melhoria de Desempenho de Linhas frente a Descargas Atmosféricas","nenhuma categoria encontrada",6.2,"sim"
"238","ANEEL-PD-00391-0010","Avaliação dos possíveis cenários, experimentação e mensuração dos impactos dos veículos elétricos nos sistemas de distribuição da Bandeirante e da Escelsa","""6.2"", ""7.1""",1.3,"sim"
"239","ANEEL-PD-00039-0051","Novas tecnológias em condutores bimetálicos e acessórios, em substituição ao cobre,  resistentes a extrema corrosão marinha","nenhuma categoria encontrada",NA,"não"
"240","ANEEL-PD-00382-0075","Políticas públicas para apoio à capacidade de pagamento e redução do consumo em comunidades ressocializadas por ação das Unidades de Polícia Pacificadora (UPP's).","nenhuma categoria encontrada",NA,"não"
"241","ANEEL-PD-02866-0256","Desenvolvimento de Metodologia para Avaliação em Tempo Real dos Efeitos de Descargas Atmosféricas em Redes de Distribuição","6.2",6.2,"sim"
"242","ANEEL-PD-04951-0337","PA - Desenvolvimento de uma solução para o monitoramento óptico do estado de secionadores de Extra Alta Tensão","""3.1"", ""6.2""",6.2,"sim"
"243","ANEEL-PD-04950-0427","Sistema de Avaliação dos custos econômicos das ações, baseado na Analise de Risco e  Modelagem Econômica de Compensações Financeiras, a fim de evitar pagamentos por Violação de Metas de Continuidade","""6.2"", ""7.1""",6.2,"sim"
"244","ANEEL-PD-05697-0310","Estimação Dinâmica do Comportamento da Demanda de  Consumidores - Desenvolvimento de Técnicas e Projeto Piloto","nenhuma categoria encontrada",6.2,"sim"
"245","ANEEL-PD-00039-0052","Desenvolvimento de Ferramentas e Componentes para Aplicação na Construção de Rede de Distribuição de Média Tensão com operação a partir do solo.","nenhuma categoria encontrada",6.2,"sim"
"246","ANEEL-PD-04950-0446","DE - Desenvolvimento de sistema óptico de monitoramento, transmissão e recepção de dados para comando, controle e supervisão de equipamentos na alta tensão imune às interferências eletromagnética","""1.4"", ""3.1"", ""6.2""",1.4,"sim"
"247","ANEEL-PD-04950-0318","PA-Linhas de Distribuição Subterrânea: Soluções para Mitigação de Interferências Eletromagnéticas e Monitoramento da Integridade do Isolamento, sem Comprometimento da Capacidade de Transmissão","6.2",6.2,"sim"
"248","ANEEL-PD-00383-0052","Previsão e controle dinâmico e espacial do índice de """"cobrabilidade"""" para uma concessionária","nenhuma categoria encontrada",NA,"não"
